player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
S. Rode,0,0,0,0,0,0,0,0,0,90,70,0,0,2,0,0,0,midfielder,Borussia Dortmund,away,RB Leipzig,9/10/2016,42558
P. Aubameyang,0,0,0,0,0,0,0,0,0,85,13,0,0,1,0,0,0,forward,Borussia Dortmund,away,RB Leipzig,9/10/2016,42558
I. Hajrovic,0,0,1,0,1,0,0,0,0,21,0,0,0,0,0,0,0,substitute,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
L. Thy,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
T. Petsos,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,substitute,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
F. Wiedwald,0,0,0,0,0,0,0,2,9,90,0,0,0,0,3,0,0,goalkeeper,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
L. Caldirola,5,0,0,0,4,0,0,0,0,89,0,0,0,0,0,5,0,defender,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
Lamine Sané,1,0,3,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
R. Bauer,3,0,1,0,2,0,0,0,0,79,0,0,0,0,0,3,0,defender,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
T. Gebre Selassie,1,0,1,0,2,0,0,0,0,90,0,0,0,1,0,2,1,defender,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
C. Fritz,0,0,3,0,4,0,0,0,0,90,51,0,0,1,0,0,1,midfielder,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
F. Bartels,0,0,1,0,4,0,0,0,0,90,32,0,0,1,0,0,0,midfielder,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
F. Grillitsch,0,0,2,0,1,0,0,0,0,82,35,0,0,1,0,0,0,midfielder,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
S. Gnabry,0,0,1,0,4,0,0,0,0,90,16,0,0,1,0,0,0,midfielder,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
Z. Junuzovic,0,0,0,0,5,0,0,0,0,90,39,0,0,1,0,0,0,midfielder,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
A. Jóhannsson,0,0,1,0,0,1,0,0,0,69,19,1,0,1,0,0,0,forward,SV Werder Bremen,home,FC Augsburg,9/11/2016,39430
C. Janker,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
G. Kacar,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
Ji Dong-Won,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
M. Hitz,0,0,0,0,0,0,0,1,11,90,0,0,0,0,0,0,0,goalkeeper,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
J. Gouweleeuw,8,0,3,0,0,1,0,0,0,90,0,0,0,1,0,2,1,defender,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
K. Stafylidis,5,0,2,0,2,1,0,0,0,90,0,0,0,1,0,1,1,defender,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
M. Hinteregger,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
P. Verhaegh,2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
Caiuby,0,0,7,0,3,0,0,0,0,90,34,0,0,3,0,0,1,midfielder,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
D. Baier,0,4,4,0,2,0,1,0,0,89,42,0,0,1,0,0,0,midfielder,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
D. Kohr,0,0,3,0,1,0,0,0,0,90,41,0,0,1,0,0,0,midfielder,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
Koo Ja-Cheol,0,0,3,0,2,0,0,0,0,79,23,0,0,1,0,0,0,midfielder,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
R. Bobadilla,0,0,0,0,2,0,0,0,0,45,15,0,0,0,0,0,0,midfielder,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
A. Finnbogason,0,0,3,0,1,0,0,0,0,90,27,0,0,2,0,0,0,forward,FC Augsburg,away,SV Werder Bremen,9/11/2016,39430
C. Clemens,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,substitute,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
D. Brosinski,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,substitute,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
K. Onisiwo,0,0,1,0,1,0,0,0,0,11,0,0,0,0,0,0,0,substitute,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
Jonas Lössl,0,0,0,0,0,0,0,4,8,90,0,0,0,0,1,0,0,goalkeeper,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
G. Bussmann,3,0,3,0,0,0,0,0,0,57,0,0,1,0,0,1,0,defender,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
G. Donati,4,0,0,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
L. Balogun,9,0,0,0,1,0,0,0,0,90,0,0,0,1,0,3,0,defender,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
S. Bell,5,0,3,0,1,0,1,0,0,90,0,0,0,2,0,1,0,defender,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
Fabian Frei,0,0,2,0,2,0,0,0,0,90,22,0,0,1,0,0,0,midfielder,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
J. Gbamin,0,0,5,0,1,0,0,0,0,90,21,0,0,0,0,0,0,midfielder,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
L. Öztunali,0,0,1,0,0,1,1,0,0,73,9,0,0,1,0,0,0,midfielder,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
P. De Blasis,0,0,2,0,1,2,1,0,0,61,14,0,0,3,0,0,1,midfielder,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
Y. Malli,0,8,0,0,1,0,0,0,0,90,26,0,0,1,0,0,0,midfielder,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
J. Córdoba,0,0,2,0,3,1,0,0,0,79,21,0,0,2,0,0,0,forward,1. FSV Mainz 05,home,1899 Hoffenheim,9/11/2016,27408
M. Uth,0,0,3,0,2,2,0,0,0,54,0,0,0,0,0,0,1,substitute,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
P. Kaderábek,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
Á. Szalai,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,substitute,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
O. Baumann,0,0,0,0,0,0,0,4,7,90,0,0,0,0,3,0,0,goalkeeper,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
E. Bicakcic,5,0,1,0,0,0,0,0,0,90,0,0,0,1,0,3,0,defender,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
F. Schär,0,0,1,0,0,0,0,0,0,36,0,0,0,1,0,0,0,defender,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
N. Süle,2,0,0,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
E. Polanski,0,0,0,0,3,0,0,0,0,64,50,0,0,0,0,0,0,midfielder,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
J. Toljan,0,0,0,0,2,0,0,0,0,45,26,0,0,0,0,0,0,midfielder,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
L. Rupp,0,0,3,0,1,0,0,0,0,90,47,0,0,2,0,0,1,midfielder,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
P. Schwegler,0,0,2,0,1,0,1,0,0,90,82,0,0,0,0,0,0,midfielder,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
A. Kramaric,0,0,0,0,6,0,3,0,0,90,33,0,0,2,0,0,0,forward,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
S. Rudy,0,5,1,1,1,0,0,0,0,90,44,0,0,1,0,0,0,forward,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
S. Wagner,0,0,3,0,2,1,0,0,0,90,21,0,0,2,0,0,1,forward,1899 Hoffenheim,away,1. FSV Mainz 05,9/11/2016,27408
M. Jojic,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,substitute,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
P. Olkowski,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
S. Zoller,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,substitute,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
T. Horn,0,0,0,0,0,0,0,0,7,90,0,0,0,0,8,0,0,goalkeeper,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
D. Heintz,3,0,2,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
F. Sörensen,3,0,2,0,1,0,1,0,0,90,0,0,0,0,0,3,0,defender,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
J. Hector,2,0,0,0,2,0,0,0,0,90,0,0,0,1,0,3,0,defender,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
M. Mavraj,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
L. Bittencourt,0,0,1,0,1,1,0,0,0,50,13,0,0,1,0,0,0,midfielder,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
M. Höger,0,0,1,0,0,0,0,0,0,90,41,0,0,0,0,0,0,midfielder,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
M. Lehmann,0,0,2,0,1,0,0,0,0,90,34,0,0,0,0,0,0,midfielder,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
M. Risse,0,4,1,0,0,0,1,0,0,90,28,0,0,1,0,0,1,midfielder,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
A. Modeste,0,0,1,0,2,2,0,0,0,80,15,0,0,4,0,0,0,forward,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
Y. Osako,0,0,2,0,0,0,1,0,0,65,13,0,0,0,0,0,0,forward,1. FC Köln,home,Sport-Club Freiburg,9/16/2016,47200
G. Niedermeier,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,substitute,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
J. Haberer,0,0,1,0,1,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
N. Petersen,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
A. Schwolow,0,0,0,0,0,0,0,3,6,90,0,0,0,0,0,0,0,goalkeeper,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
C. Günter,3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
C. Söyüncü,2,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,defender,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
M. Gulde,0,0,0,0,1,0,0,0,0,78,0,0,0,0,0,6,0,defender,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
P. Stenzel,2,0,1,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
M. Frantz,0,0,0,0,3,0,0,0,0,90,71,0,0,2,0,0,0,midfielder,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
N. Höfler,0,0,2,0,1,0,0,0,0,90,79,0,0,0,0,0,1,midfielder,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
O. Bulut,0,0,1,0,2,0,0,0,0,65,19,0,0,1,0,0,0,midfielder,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
V. Grifo,0,6,0,1,2,0,0,0,0,90,30,0,0,2,0,0,0,midfielder,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
F. Niederlechner,0,0,3,0,0,0,0,0,0,90,16,0,0,6,0,0,0,forward,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
M. Philipp,0,0,1,0,2,0,0,0,0,90,32,0,0,2,0,0,0,forward,Sport-Club Freiburg,away,1. FC Köln,9/16/2016,47200
E. Mor,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,substitute,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
S. Kagawa,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,substitute,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
S. Rode,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,substitute,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
R. Bürki,0,0,0,0,0,0,0,0,5,90,0,0,0,0,1,0,0,goalkeeper,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
F. Passlack,2,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
M. Ginter,1,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
M. Schmelzer,0,0,0,0,1,0,0,0,0,71,0,0,0,1,0,1,0,defender,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
Sokratis,0,0,0,0,4,0,0,0,0,90,0,0,0,0,0,3,0,defender,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
Christian Pulisic,0,0,1,0,1,1,2,0,0,90,44,0,0,3,0,0,0,midfielder,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
G. Castro,0,2,0,1,2,2,1,0,0,90,61,0,0,3,0,0,0,midfielder,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
J. Weigl,0,0,1,0,1,0,0,0,0,90,108,0,0,0,0,0,0,midfielder,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
O. Dembélé,0,2,0,0,2,0,1,0,0,64,31,0,0,0,0,0,0,midfielder,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
Raphael Guerreiro,0,5,1,1,2,0,0,0,0,63,55,0,0,3,0,0,0,midfielder,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
A. Ramos,0,0,1,0,3,1,0,0,0,90,11,0,0,4,0,0,0,forward,Borussia Dortmund,home,SV Darmstadt 98,9/17/2016,81360
A. Colak,0,0,1,0,1,0,0,0,0,20,0,0,0,0,0,0,0,substitute,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
R. Bezjak,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
S. Sirigu,0,0,1,0,1,0,0,0,0,51,0,0,0,0,0,0,0,substitute,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
M. Esser,0,0,0,0,0,0,0,6,11,90,0,0,0,0,8,0,0,goalkeeper,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
Alexander Milosevic,7,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
F. Holland,3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
F. Jungwirth,6,0,1,0,0,0,0,0,0,90,0,0,0,1,0,1,1,defender,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
I. Höhn,5,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
L. Guwara,2,2,1,0,1,0,0,0,0,90,0,0,0,0,0,3,0,defender,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
M. Heller,0,0,1,0,2,0,0,0,0,90,12,0,0,0,0,0,0,midfielder,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
M. Vrancic,0,0,1,0,0,0,0,0,0,45,11,0,0,0,0,0,0,midfielder,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
P. Niemeyer,0,0,3,0,1,0,0,0,0,57,27,0,1,0,0,0,0,midfielder,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
Ä. Ben-Hatira,0,0,1,0,0,0,0,0,0,39,6,0,0,0,0,0,1,midfielder,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
S. Schipplock,0,0,3,0,2,0,0,0,0,70,14,0,0,0,0,0,0,forward,SV Darmstadt 98,away,Borussia Dortmund,9/17/2016,81360
A. Rebic,0,0,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
B. Hrgota,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,substitute,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
O. Mascarell,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,substitute,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
L. Hrádecky,0,0,0,0,0,0,0,1,6,90,0,0,0,0,2,0,0,goalkeeper,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
B. Oczipka,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
D. Abraham,5,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
J. Vallejo,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
T. Chandler,1,0,2,0,4,0,0,0,0,90,0,0,0,1,0,1,1,defender,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
H. Seferovic,0,0,2,0,0,0,0,0,0,68,14,0,0,2,0,0,0,midfielder,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
M. Fabián,0,1,4,0,1,1,1,0,0,90,21,0,0,5,0,0,1,midfielder,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
M. Gacinovic,0,0,0,0,2,0,0,0,0,62,12,0,0,1,0,0,0,midfielder,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
M. Hasebe,0,0,2,0,2,0,0,0,0,90,37,0,0,0,0,0,0,midfielder,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
S. Huszti,0,0,3,0,1,0,0,0,0,90,39,0,0,1,0,0,0,midfielder,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
A. Meier,0,0,2,0,1,1,0,0,0,78,17,0,0,2,0,0,1,forward,Eintracht Frankfurt,home,Bayer 04 Leverkusen,9/17/2016,43000
H. Calhanoglu,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,substitute,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
K. Volland,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,substitute,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
Wendell,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
B. Leno,0,0,0,0,0,0,0,2,7,90,0,0,0,0,6,0,0,goalkeeper,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
B. Henrichs,2,0,2,0,3,0,0,0,0,90,0,0,0,0,0,3,0,defender,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
J. Tah,4,0,1,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
T. Jedvaj,2,0,0,0,2,0,0,0,0,85,0,0,0,0,0,3,0,defender,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
Ö. Toprak,8,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
A. Mehmedi,0,0,2,0,0,0,0,0,0,58,11,0,0,1,0,0,0,midfielder,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
C. Aránguiz,0,1,5,0,6,0,0,0,0,90,47,0,0,0,0,0,0,midfielder,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
J. Baumgartlinger,0,0,0,0,0,0,0,0,0,57,33,0,0,0,0,0,0,midfielder,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
J. Brandt,0,1,0,0,1,0,0,0,0,90,27,0,0,0,0,0,0,midfielder,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
K. Kampl,0,0,1,0,2,0,0,0,0,90,79,0,0,1,0,0,0,midfielder,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
Chicharito,0,0,3,0,4,1,0,0,0,90,23,0,0,2,0,0,0,forward,Bayer 04 Leverkusen,away,Eintracht Frankfurt,9/17/2016,43000
Douglas Costa,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,substitute,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
Thiago Alcántara,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,1,substitute,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
M. Neuer,0,0,0,0,0,0,0,1,7,90,0,0,0,0,4,0,0,goalkeeper,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
J. Bernat,0,0,1,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
J. Kimmich,2,0,1,0,3,0,0,0,0,90,0,0,0,0,0,3,0,defender,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
Javi Martínez,3,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
Rafinha,2,0,1,0,3,1,0,0,0,90,0,0,0,1,0,2,0,defender,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
A. Vidal,0,0,3,0,0,0,0,0,0,90,78,0,0,0,0,0,0,midfielder,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
Renato Sanches,0,0,1,0,1,0,0,0,0,61,50,0,0,1,0,0,0,midfielder,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
X. Alonso,0,0,2,0,0,1,0,0,0,90,70,0,0,1,0,0,0,midfielder,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
F. Ribéry,0,4,1,0,2,0,3,0,0,90,53,0,0,0,0,0,0,forward,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
K. Coman,0,0,1,0,1,0,0,0,0,45,18,0,0,1,0,0,0,forward,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
R. Lewandowski,0,0,4,0,5,1,0,0,0,90,16,0,0,3,0,0,0,forward,FC Bayern München,home,FC Ingolstadt 04,9/17/2016,75000
A. Cohen,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
L. Hinterseer,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,substitute,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
S. Lex,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,1,substitute,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
Ø. Nyland,0,0,0,0,0,0,0,3,6,90,0,0,0,0,2,0,0,goalkeeper,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
M. Matip,3,0,2,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
M. Suttner,3,1,1,0,0,0,0,0,0,90,0,0,0,1,0,4,0,defender,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
M. Tisserand,3,0,3,0,1,0,0,0,0,90,0,0,0,0,0,0,1,defender,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
T. Levels,2,0,1,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
A. Morales,0,0,3,0,2,0,0,0,0,63,18,0,0,2,0,0,0,midfielder,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
M. Hartmann,0,0,1,0,0,0,0,0,0,71,14,0,0,0,0,0,0,midfielder,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
M. Leckie,0,0,1,0,1,0,1,0,0,81,22,0,0,3,0,0,0,midfielder,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
P. Groß,0,4,0,0,2,0,0,0,0,90,45,0,0,0,0,0,0,midfielder,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
Roger,0,0,0,0,3,0,0,0,0,90,29,0,0,0,0,0,0,midfielder,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
D. Lezcano,0,0,3,0,5,1,0,0,0,90,22,0,0,2,0,0,0,forward,FC Ingolstadt 04,away,FC Bayern München,9/17/2016,75000
A. Halilovic,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Hamburger SV,home,RB Leipzig,9/17/2016,52998
Luca Waldschmidt,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,substitute,Hamburger SV,home,RB Leipzig,9/17/2016,52998
M. Gregoritsch,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,substitute,Hamburger SV,home,RB Leipzig,9/17/2016,52998
R. Adler,0,0,0,0,0,0,0,4,6,90,0,0,0,0,2,0,1,goalkeeper,Hamburger SV,home,RB Leipzig,9/17/2016,52998
Douglas Santos,0,0,1,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,Hamburger SV,home,RB Leipzig,9/17/2016,52998
E. Spahic,2,0,2,0,0,0,0,0,0,90,0,0,0,1,0,2,1,defender,Hamburger SV,home,RB Leipzig,9/17/2016,52998
Gotoku Sakai,0,0,1,0,3,0,0,0,0,90,0,0,0,1,0,0,1,defender,Hamburger SV,home,RB Leipzig,9/17/2016,52998
