player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
J. Bernat,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,substitute,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
J. Kimmich,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,substitute,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
Rafinha,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,substitute,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
M. Neuer,0,0,0,0,0,0,0,0,3,90,0,0,0,0,2,0,0,goalkeeper,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
D. Alaba,0,0,0,0,1,0,0,0,0,78,0,0,0,0,0,1,0,defender,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
Javi Martínez,2,0,0,0,0,0,0,0,0,90,0,0,0,1,0,1,0,defender,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
M. Hummels,1,0,1,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
P. Lahm,0,0,0,0,0,1,0,0,0,74,0,0,0,1,0,0,0,defender,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
A. Vidal,0,0,0,0,0,0,0,0,0,90,103,0,0,3,0,0,0,midfielder,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
Thiago Alcántara,0,3,2,0,1,0,0,0,0,90,121,0,0,0,0,0,0,midfielder,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
X. Alonso,0,0,2,0,0,1,0,0,0,64,61,0,0,1,0,0,0,midfielder,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
F. Ribéry,0,4,1,0,2,1,1,0,0,90,71,0,0,2,0,0,0,forward,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
R. Lewandowski,0,0,0,0,1,3,0,0,0,90,18,1,0,8,0,0,0,forward,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
T. Müller,0,1,1,0,1,0,3,0,0,90,51,0,0,4,0,0,0,forward,FC Bayern München,home,SV Werder Bremen,8/26/2016,75000
J. Sternberg,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,1,substitute,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
L. Thy,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
M. Eggestein,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,substitute,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
F. Wiedwald,0,0,0,0,0,0,0,6,6,90,0,0,0,0,8,0,0,goalkeeper,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
F. Diagne,4,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
L. Caldirola,2,0,1,0,0,0,0,0,0,90,0,0,0,1,0,1,0,defender,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
Lamine Sané,7,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
T. Gebre Selassie,5,0,1,0,2,0,0,0,0,90,0,0,0,1,0,4,0,defender,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
C. Fritz,0,0,0,0,4,0,0,0,0,90,29,0,0,0,0,0,0,midfielder,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
F. Bartels,0,0,0,0,0,0,0,0,0,88,18,0,0,1,0,0,0,midfielder,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
F. Grillitsch,0,1,1,0,0,0,0,0,0,74,45,0,0,0,0,0,0,midfielder,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
R. Bauer,0,0,1,0,0,0,0,0,0,90,25,0,0,0,0,0,0,midfielder,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
S. Yatabaré,0,0,2,0,0,0,0,0,0,90,25,0,0,0,0,0,0,midfielder,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
A. Jóhannsson,0,0,0,0,0,0,0,0,0,64,20,0,0,0,0,0,0,forward,SV Werder Bremen,away,FC Bayern München,8/26/2016,75000
M. Jojic,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
S. Zoller,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,1,substitute,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
Y. Osako,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
T. Horn,0,0,0,0,0,0,0,0,6,90,0,0,0,0,3,0,0,goalkeeper,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
D. Maroh,4,0,1,0,0,0,0,0,0,89,0,0,0,1,0,3,1,defender,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
F. Sörensen,4,0,1,0,1,0,0,0,0,90,0,0,0,1,0,3,0,defender,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
J. Hector,3,4,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
M. Mavraj,3,0,1,0,3,0,0,0,0,90,0,0,0,0,0,2,0,defender,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
L. Bittencourt,0,0,3,0,4,0,0,0,0,74,30,0,0,5,0,0,1,midfielder,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
M. Höger,0,0,0,0,1,0,0,0,0,90,70,0,0,0,0,0,0,midfielder,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
M. Lehmann,0,0,0,0,0,0,0,0,0,90,59,0,0,0,0,0,0,midfielder,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
M. Risse,0,2,1,0,1,1,0,0,0,90,37,0,0,2,0,0,0,midfielder,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
A. Modeste,0,0,1,0,4,1,0,0,0,87,13,0,0,5,0,0,0,forward,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
A. Rudnevs,0,0,0,0,1,0,1,0,0,70,19,0,0,3,0,0,0,forward,1. FC Köln,home,SV Darmstadt 98,8/27/2016,50000
D. Oliinyk,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
F. Jungwirth,0,0,1,0,1,0,0,0,0,20,0,0,0,0,0,0,0,substitute,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
S. Sirigu,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,substitute,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
M. Esser,0,0,0,0,0,0,0,2,14,90,0,0,0,0,6,0,0,goalkeeper,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
A. Fedetskyy,1,0,3,0,1,0,0,0,0,56,0,0,0,0,0,2,1,defender,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
Alexander Milosevic,2,0,0,0,0,0,0,0,0,90,0,0,0,2,0,0,0,defender,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
F. Holland,1,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
I. Höhn,0,0,2,0,0,0,0,0,0,90,0,0,0,1,0,1,1,defender,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
J. Gondorf,0,4,1,1,3,0,0,0,0,90,30,0,0,1,0,0,0,midfielder,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
L. Kleinheisler,0,0,1,0,2,0,0,0,0,85,25,0,0,0,0,0,0,midfielder,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
M. Heller,0,0,2,0,1,0,0,0,0,90,14,0,0,2,0,0,0,midfielder,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
M. Vrancic,0,1,1,1,0,0,0,0,0,90,45,0,0,0,0,0,0,midfielder,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
Ä. Ben-Hatira,0,0,0,0,0,0,0,0,0,70,20,0,0,0,0,0,0,midfielder,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
S. Schipplock,0,0,3,0,1,0,0,0,0,90,24,0,0,0,0,0,0,forward,SV Darmstadt 98,away,1. FC Köln,8/27/2016,50000
J. Weigl,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,substitute,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
L. Piszczek,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
Raphael Guerreiro,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
R. Bürki,0,0,0,0,0,0,0,1,6,90,0,0,0,0,3,0,0,goalkeeper,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
F. Passlack,2,0,0,0,1,0,0,0,0,77,0,0,0,0,0,2,0,defender,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
M. Bartra,3,0,0,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
M. Schmelzer,2,0,0,0,1,0,0,0,0,90,0,0,0,1,0,0,0,defender,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
Sokratis,3,0,0,0,3,0,0,0,0,90,0,0,0,0,0,2,0,defender,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
A. Schürrle,0,0,0,1,3,0,1,0,0,90,32,0,0,4,0,0,0,midfielder,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
G. Castro,0,0,1,0,2,0,0,0,0,59,62,0,0,0,0,0,0,midfielder,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
O. Dembélé,0,4,1,0,3,0,0,0,0,90,31,0,0,0,0,0,0,midfielder,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
S. Kagawa,0,3,0,0,2,0,0,0,0,90,28,0,0,1,0,0,0,midfielder,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
S. Rode,0,0,0,0,3,0,0,0,0,86,78,0,0,2,0,0,0,midfielder,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
P. Aubameyang,0,0,1,0,1,2,0,0,0,90,12,1,0,4,0,0,0,forward,Borussia Dortmund,home,1. FSV Mainz 05,8/27/2016,81360
L. Öztunali,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,substitute,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
P. De Blasis,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,substitute,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
Y. Muto,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,substitute,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
Jonas Lössl,0,0,0,0,0,0,0,2,6,90,0,0,0,0,6,0,0,goalkeeper,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
D. Brosinski,2,0,2,0,0,0,0,0,0,90,0,0,0,1,0,2,1,defender,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
G. Donati,2,0,3,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
L. Balogun,4,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
S. Bell,5,0,1,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
C. Clemens,0,2,1,0,0,0,0,0,0,81,12,0,0,2,0,0,0,midfielder,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
Fabian Frei,0,0,1,0,0,0,0,0,0,90,26,0,0,1,0,0,0,midfielder,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
J. Gbamin,0,0,0,0,0,0,0,0,0,90,21,0,0,0,0,0,0,midfielder,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
K. Onisiwo,0,0,3,0,1,0,0,0,0,90,19,0,0,2,0,0,1,midfielder,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
S. Serdar,0,0,5,0,1,0,0,0,0,71,13,0,0,0,0,0,1,midfielder,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
Y. Malli,0,0,2,0,0,0,0,0,0,86,15,0,0,1,0,0,0,forward,1. FSV Mainz 05,away,Borussia Dortmund,8/27/2016,81360
H. Seferovic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
J. Vallejo,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
T. Chandler,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,substitute,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
L. Hrádecky,0,0,0,0,0,0,0,0,7,90,0,0,0,0,3,0,0,goalkeeper,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
B. Oczipka,1,1,0,0,2,0,0,0,0,90,0,0,0,0,0,0,0,defender,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
D. Abraham,6,0,1,0,2,0,0,0,0,90,0,0,0,1,0,1,0,defender,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
G. Varela,0,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
M. Hector,3,0,1,0,2,0,0,0,0,79,0,0,1,0,0,2,0,defender,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
A. Meier,0,0,2,0,0,1,0,0,0,90,23,0,0,4,0,0,0,midfielder,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
M. Gacinovic,0,2,1,0,4,0,0,0,0,89,30,0,0,1,0,0,0,midfielder,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
M. Hasebe,0,0,0,0,0,0,0,0,0,90,28,0,0,1,0,0,0,midfielder,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
O. Mascarell,0,0,1,0,0,0,0,0,0,90,32,0,0,0,0,0,1,midfielder,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
S. Huszti,0,4,2,0,1,0,1,0,0,56,18,0,0,0,0,0,0,midfielder,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
B. Hrgota,0,0,2,0,2,0,0,0,0,81,12,0,0,1,0,0,0,forward,Eintracht Frankfurt,home,FC Schalke 04,8/27/2016,47000
B. Embolo,0,0,2,0,1,0,0,0,0,45,0,0,0,0,0,0,0,substitute,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
Baba Rahman,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,substitute,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
N. Bentaleb,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,substitute,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
R. Fährmann,0,0,0,0,0,0,0,1,11,90,0,0,0,0,3,0,0,goalkeeper,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
B. Höwedes,4,0,0,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
Júnior Caiçara,2,0,2,0,0,0,0,0,0,90,0,0,0,0,0,6,1,defender,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
Naldo,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
S. Kolasinac,1,0,1,0,2,0,0,0,0,62,0,0,0,0,0,0,0,defender,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
D. Aogo,0,0,1,0,0,0,0,0,0,74,48,0,0,0,0,0,0,midfielder,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
E. Choupo-Moting,0,0,1,0,2,0,0,0,0,90,27,0,0,3,0,0,0,midfielder,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
F. Di Santo,0,0,2,0,0,0,0,0,0,45,15,0,0,1,0,0,0,midfielder,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
J. Geis,0,5,3,0,2,0,0,0,0,90,52,0,0,0,0,0,1,midfielder,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
M. Meyer,0,0,0,0,0,0,0,0,0,90,25,0,0,1,0,0,0,midfielder,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
K. Huntelaar,0,0,2,0,1,0,0,0,0,90,12,0,0,3,0,0,0,forward,FC Schalke 04,away,Eintracht Frankfurt,8/27/2016,47000
H. Altintop,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,substitute,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
Ji Dong-Won,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,substitute,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
Takashi Usami,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,substitute,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
M. Hitz,0,0,0,0,0,0,0,2,3,90,0,0,0,0,4,0,0,goalkeeper,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
C. Janker,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
J. Gouweleeuw,3,0,1,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
K. Stafylidis,4,0,0,0,3,0,0,0,0,90,0,0,0,1,0,2,0,defender,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
P. Verhaegh,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
Caiuby,0,0,2,0,1,0,0,0,0,90,36,0,0,3,0,0,0,midfielder,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
D. Baier,0,0,2,0,4,0,0,0,0,90,55,0,0,0,0,0,0,midfielder,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
D. Kohr,0,0,3,0,0,0,0,0,0,84,36,0,0,0,0,0,1,midfielder,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
Koo Ja-Cheol,0,0,2,0,1,0,0,0,0,82,24,0,0,1,0,0,0,midfielder,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
R. Bobadilla,0,2,1,0,5,0,0,0,0,90,22,0,0,3,0,0,0,midfielder,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
A. Finnbogason,0,0,2,0,1,0,0,0,0,63,13,0,0,0,0,0,0,forward,FC Augsburg,home,VfL Wolfsburg,8/27/2016,26172
Bruno Henrique,0,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,substitute,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
C. Träsch,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,substitute,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
M. Arnold,0,0,1,0,2,0,0,0,0,30,0,0,0,0,0,0,0,substitute,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
K. Casteels,0,0,0,0,0,0,0,0,13,90,0,0,0,0,2,0,0,goalkeeper,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
J. Blaszczykowski,1,0,1,0,0,0,0,0,0,90,0,0,0,1,0,3,0,defender,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
J. Bruma,11,0,3,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
R. Knoche,6,0,1,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
Ricardo Rodríguez,2,1,0,0,1,1,0,0,0,90,0,0,0,1,0,3,0,defender,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
D. Caligiuri,0,0,1,0,1,0,0,0,0,90,31,0,0,1,0,0,0,midfielder,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
D. Didavi,0,0,2,0,2,1,0,0,0,71,28,0,0,1,0,0,0,midfielder,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
J. Draxler,0,2,3,0,0,0,0,0,0,90,30,0,0,3,0,0,0,midfielder,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
Luiz Gustavo,0,0,2,0,5,0,0,0,0,90,48,0,0,0,0,0,0,midfielder,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
Y. Gerhardt,0,0,2,0,2,0,0,0,0,60,29,0,0,0,0,0,1,midfielder,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
B. Dost,0,0,0,0,0,0,1,0,0,81,29,0,0,0,0,0,0,forward,VfL Wolfsburg,away,FC Augsburg,8/27/2016,26172
A. Halilovic,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,substitute,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
D. Diekmeier,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,substitute,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
P. Lasogga,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,substitute,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
R. Adler,0,0,0,0,0,0,0,1,7,90,0,0,0,0,4,0,0,goalkeeper,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
Cléber,9,0,3,0,1,0,0,0,0,90,0,0,0,0,0,3,0,defender,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
Gotoku Sakai,2,0,0,0,5,0,0,0,0,90,0,0,0,0,0,4,1,defender,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
J. Djourou,5,0,4,0,0,0,0,0,0,90,0,0,0,1,0,1,1,defender,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
M. Ostrzolek,1,0,1,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
A. Hunt,0,3,2,0,2,0,0,0,0,90,59,0,0,0,0,0,0,midfielder,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
F. Kostic,0,1,2,0,2,0,0,0,0,90,14,0,0,1,0,0,0,midfielder,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
G. Jung,0,0,0,0,2,0,0,0,0,66,22,0,0,1,0,0,0,midfielder,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
M. Gregoritsch,0,0,1,0,0,0,0,0,0,67,16,0,0,1,0,0,0,midfielder,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
N. Müller,0,0,2,0,1,0,0,0,0,66,12,0,0,1,0,0,0,midfielder,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
B. Wood,0,0,1,0,0,1,0,0,0,90,26,0,0,1,0,0,0,forward,Hamburger SV,home,FC Ingolstadt 04,8/27/2016,50107
A. Cohen,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
L. Hinterseer,0,0,3,0,0,1,0,0,0,24,0,0,0,0,0,0,0,substitute,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
S. Lex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
Ø. Nyland,0,0,0,0,0,0,0,1,5,90,0,0,0,0,0,0,0,goalkeeper,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
M. Matip,6,0,0,0,0,0,0,0,0,90,0,0,0,1,0,3,0,defender,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
M. Suttner,4,1,1,0,1,0,0,0,0,90,0,0,0,1,0,1,1,defender,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
R. Brégerie,6,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
T. Levels,3,0,2,0,1,0,0,0,0,90,0,0,0,0,0,3,0,defender,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
A. Morales,0,0,1,0,1,0,0,0,0,81,24,0,0,1,0,0,1,midfielder,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
P. Groß,0,4,1,1,2,0,0,0,0,90,66,0,0,2,0,0,0,midfielder,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
Roger,0,0,1,0,2,0,0,0,0,90,25,0,0,0,0,0,0,midfielder,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
D. Lezcano,0,0,3,0,6,0,0,0,0,89,23,0,0,0,0,0,0,forward,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
M. Hartmann,0,0,0,0,0,0,0,0,0,66,21,0,0,0,0,0,0,forward,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
M. Leckie,0,0,3,0,4,0,0,0,0,90,28,0,0,3,0,0,0,forward,FC Ingolstadt 04,away,Hamburger SV,8/27/2016,50107
F. Johnson,0,0,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,substitute,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
J. Vestergaard,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
T. Hazard,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,substitute,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
Y. Sommer,0,0,0,0,0,0,0,1,6,90,0,0,0,0,6,0,0,goalkeeper,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
A. Christensen,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
N. Elvedi,3,0,0,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
T. Jantschke,2,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,defender,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
C. Kramer,0,0,3,0,2,0,0,0,0,90,49,0,0,0,0,0,1,midfielder,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
I. Traoré,0,3,0,0,0,0,0,0,0,61,19,0,0,2,0,0,0,midfielder,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
O. Wendt,0,0,1,0,2,0,0,0,0,90,31,0,0,1,0,0,0,midfielder,Borussia Mönchengladbach,home,Bayer 04 Leverkusen,8/27/2016,52183
