player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
Charles,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Málaga,home,Osasuna,8/19/2016,22199
G. Castro,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,substitute,Málaga,home,Osasuna,8/19/2016,22199
Z. Kuzmanovic,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,substitute,Málaga,home,Osasuna,8/19/2016,22199
C. Kameni,0,0,0,0,0,0,0,1,6,90,0,0,0,0,2,0,0,goalkeeper,Málaga,home,Osasuna,8/19/2016,22199
Bakary Koné,2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,Málaga,home,Osasuna,8/19/2016,22199
Diego Llorente,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Málaga,home,Osasuna,8/19/2016,22199
F. Ricca,1,0,2,0,2,0,0,0,0,90,0,0,0,1,0,2,0,defender,Málaga,home,Osasuna,8/19/2016,22199
R. Rosales,1,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Málaga,home,Osasuna,8/19/2016,22199
I. Camacho,0,0,0,0,0,0,0,0,0,90,57,0,0,0,0,0,0,midfielder,Málaga,home,Osasuna,8/19/2016,22199
Jony,0,1,0,0,1,0,1,0,0,71,30,0,0,0,0,0,0,midfielder,Málaga,home,Osasuna,8/19/2016,22199
Juanpi,0,3,0,0,1,1,0,0,0,90,36,0,0,2,0,0,1,midfielder,Málaga,home,Osasuna,8/19/2016,22199
Keko,0,0,4,0,7,0,0,0,0,45,11,0,0,0,0,0,1,midfielder,Málaga,home,Osasuna,8/19/2016,22199
Recio,0,1,2,0,2,0,0,0,0,90,48,0,0,0,0,0,0,midfielder,Málaga,home,Osasuna,8/19/2016,22199
S. Ramírez,0,0,1,0,3,0,0,0,0,78,12,0,0,4,0,0,0,forward,Málaga,home,Osasuna,8/19/2016,22199
Buñuel,0,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,1,substitute,Osasuna,away,Málaga,8/19/2016,22199
Fran Mérida,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,substitute,Osasuna,away,Málaga,8/19/2016,22199
Jaime Romero,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Osasuna,away,Málaga,8/19/2016,22199
Nauzet,0,0,0,0,0,0,0,1,13,90,0,0,0,0,3,0,0,goalkeeper,Osasuna,away,Málaga,8/19/2016,22199
David García,2,0,3,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Osasuna,away,Málaga,8/19/2016,22199
Fuentes,1,0,3,0,2,0,0,0,0,49,0,0,0,0,0,1,0,defender,Osasuna,away,Málaga,8/19/2016,22199
Javier Flaño,1,0,0,0,1,0,0,0,0,90,0,0,0,0,0,3,0,defender,Osasuna,away,Málaga,8/19/2016,22199
Miguel Flaño,5,0,1,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Osasuna,away,Málaga,8/19/2016,22199
Unai García,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,Osasuna,away,Málaga,8/19/2016,22199
De las Cuevas,0,3,4,0,1,0,0,0,0,90,29,0,0,0,0,0,0,midfielder,Osasuna,away,Málaga,8/19/2016,22199
Fausto,0,0,2,0,2,0,0,0,0,71,24,0,0,0,0,0,1,midfielder,Osasuna,away,Málaga,8/19/2016,22199
Oier,0,0,4,0,3,0,0,0,0,90,40,0,0,0,0,0,1,midfielder,Osasuna,away,Málaga,8/19/2016,22199
K. Kodro,0,0,0,0,0,0,0,0,0,77,21,0,0,2,0,0,0,forward,Osasuna,away,Málaga,8/19/2016,22199
Oriol Riera,0,0,3,0,0,0,1,0,0,90,27,0,0,1,0,0,0,forward,Osasuna,away,Málaga,8/19/2016,22199
C. Borges,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,substitute,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
F. Andone,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,substitute,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Luisinho,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,substitute,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Germán Lux,0,0,0,0,0,0,0,1,9,90,0,0,0,0,5,0,0,goalkeeper,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Fernando Navarro,2,0,2,0,1,0,0,0,0,90,0,0,0,0,0,1,1,defender,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Juanfran,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Raúl Albentosa,13,0,3,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Sidnei,6,0,1,0,1,0,0,0,0,90,0,0,0,1,0,0,0,defender,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Bruno Gama,0,0,2,0,4,0,0,0,0,82,31,0,0,1,0,0,1,midfielder,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Carles Gil,0,0,0,0,2,0,0,0,0,57,16,0,0,0,0,0,0,midfielder,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
F. Fajr,0,0,1,2,2,0,0,0,0,90,31,0,0,2,0,0,0,midfielder,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Guilherme,0,0,1,0,1,0,0,0,0,68,20,0,0,3,0,0,0,midfielder,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
P. Mosquera,0,0,0,0,3,1,0,0,0,90,44,0,0,1,0,0,0,midfielder,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Lucas Pérez,0,1,2,0,2,1,1,0,0,90,27,1,0,3,0,0,0,forward,Deportivo de La Coruña,home,Eibar,8/19/2016,22374
Pedro León,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
R. Peña,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
Sergi Enrich,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
A. Riesgo,0,0,0,0,0,0,0,2,7,90,0,0,0,0,4,0,0,goalkeeper,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
A. Capa,1,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
A. Gálvez,5,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
D. Juncà,2,0,2,0,1,0,0,0,0,90,0,0,0,0,0,4,1,defender,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
Iván Ramis,5,0,0,0,2,1,0,0,0,90,0,0,0,2,0,3,0,defender,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
Adrián,0,0,1,0,0,0,0,0,0,79,22,0,0,2,0,0,0,midfielder,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
Bebé,0,8,0,0,0,0,1,0,0,85,26,0,0,2,0,0,0,midfielder,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
C. Rivera,0,0,2,0,0,0,0,0,0,90,33,0,0,0,0,0,0,midfielder,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
Dani García,0,0,5,0,2,0,0,0,0,90,55,0,0,0,0,0,1,midfielder,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
T. Inui,0,0,1,0,2,0,0,0,0,74,27,0,0,0,0,0,0,midfielder,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
Kike,0,0,3,0,5,0,0,0,0,90,21,0,0,1,0,0,1,forward,Eibar,away,Deportivo de La Coruña,8/19/2016,22374
L. Digne,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Barcelona,home,Real Betis,8/20/2016,65731
Munir,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Barcelona,home,Real Betis,8/20/2016,65731
C. Bravo,0,0,0,0,0,0,0,2,3,90,0,0,0,0,0,0,0,goalkeeper,Barcelona,home,Real Betis,8/20/2016,65731
G. Piqué,1,0,2,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Barcelona,home,Real Betis,8/20/2016,65731
J. Alba,1,0,2,0,0,0,1,0,0,76,0,0,0,0,0,0,0,defender,Barcelona,home,Real Betis,8/20/2016,65731
S. Umtiti,2,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Barcelona,home,Real Betis,8/20/2016,65731
Sergi Roberto,1,0,2,0,1,0,2,0,0,90,0,0,0,0,0,1,0,defender,Barcelona,home,Real Betis,8/20/2016,65731
Denis Suárez,0,0,2,0,0,0,0,0,0,70,45,0,0,1,0,0,0,midfielder,Barcelona,home,Real Betis,8/20/2016,65731
I. Rakitic,0,8,0,0,2,0,0,0,0,90,99,0,0,2,0,0,0,midfielder,Barcelona,home,Real Betis,8/20/2016,65731
S. Busquets,0,0,1,0,1,0,0,0,0,90,88,0,0,0,0,0,0,midfielder,Barcelona,home,Real Betis,8/20/2016,65731
A. Turan,0,0,1,0,3,1,1,0,0,90,58,0,0,2,0,0,0,forward,Barcelona,home,Real Betis,8/20/2016,65731
L. Messi,0,2,1,2,2,2,1,0,0,90,82,0,0,8,0,0,0,forward,Barcelona,home,Real Betis,8/20/2016,65731
Luis Suárez,0,0,3,1,2,3,0,0,0,90,33,0,0,3,0,0,1,forward,Barcelona,home,Real Betis,8/20/2016,65731
Charly Musonda,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,substitute,Real Betis,away,Barcelona,8/20/2016,65731
Dani Ceballos,0,0,3,0,0,0,0,0,0,54,0,0,0,0,0,0,1,substitute,Real Betis,away,Barcelona,8/20/2016,65731
Fabián Ruiz,0,0,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,substitute,Real Betis,away,Barcelona,8/20/2016,65731
A. Adán,0,0,0,0,0,0,0,6,10,90,0,0,0,0,6,0,0,goalkeeper,Real Betis,away,Barcelona,8/20/2016,65731
A. Mandi,6,0,2,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Real Betis,away,Barcelona,8/20/2016,65731
Bruno,3,0,1,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,Real Betis,away,Barcelona,8/20/2016,65731
G. Pezzella,7,0,0,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Real Betis,away,Barcelona,8/20/2016,65731
R. Durmisi,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Real Betis,away,Barcelona,8/20/2016,65731
Á. Cejudo,2,1,2,0,1,0,0,0,0,90,0,0,0,1,0,3,1,defender,Real Betis,away,Barcelona,8/20/2016,65731
F. Gutiérrez,0,1,1,0,1,0,0,0,0,55,20,0,0,0,0,0,0,midfielder,Real Betis,away,Barcelona,8/20/2016,65731
J. Martin,0,0,0,0,1,0,0,0,0,36,9,0,0,0,0,0,0,midfielder,Real Betis,away,Barcelona,8/20/2016,65731
Petros,0,0,0,0,2,0,0,0,0,59,23,0,0,0,0,0,0,midfielder,Real Betis,away,Barcelona,8/20/2016,65731
A. Sanabria,0,0,1,0,2,0,0,0,0,90,25,0,0,1,0,0,0,forward,Real Betis,away,Barcelona,8/20/2016,65731
R. Castro,0,0,1,1,3,2,0,0,0,90,25,0,0,2,0,0,1,forward,Real Betis,away,Barcelona,8/20/2016,65731
David Barral,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,1,substitute,Granada CF,home,Villarreal,8/20/2016,15101
Luis Martins,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,substitute,Granada CF,home,Villarreal,8/20/2016,15101
G. Ochoa,0,0,0,0,0,0,0,1,6,90,0,0,0,0,2,0,0,goalkeeper,Granada CF,home,Villarreal,8/20/2016,15101
D. Foulquier,0,0,2,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Granada CF,home,Villarreal,8/20/2016,15101
Lombán,1,0,1,0,0,0,0,0,0,90,0,0,0,1,0,1,1,defender,Granada CF,home,Villarreal,8/20/2016,15101
Tito,4,0,2,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Granada CF,home,Villarreal,8/20/2016,15101
Uche,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,Granada CF,home,Villarreal,8/20/2016,15101
Isaac Cuenca,0,1,0,0,3,0,0,0,0,90,40,0,0,1,0,0,0,midfielder,Granada CF,home,Villarreal,8/20/2016,15101
J. Boga,0,2,0,0,2,0,0,0,0,90,41,0,0,1,0,0,0,midfielder,Granada CF,home,Villarreal,8/20/2016,15101
Javi Márquez,0,4,0,0,3,0,0,0,0,66,63,0,0,1,0,0,0,midfielder,Granada CF,home,Villarreal,8/20/2016,15101
Jon Toral,0,0,2,0,0,0,0,0,0,73,28,0,0,0,0,0,0,midfielder,Granada CF,home,Villarreal,8/20/2016,15101
R. Krhin,0,0,0,0,0,0,0,0,0,90,56,0,0,0,0,0,0,midfielder,Granada CF,home,Villarreal,8/20/2016,15101
E. Ponce,0,0,5,0,0,1,0,0,0,90,9,0,0,2,0,0,0,forward,Granada CF,home,Villarreal,8/20/2016,15101
M. González,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Villarreal,away,Granada CF,8/20/2016,15101
Santos Borré,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Villarreal,away,Granada CF,8/20/2016,15101
S. Asenjo,0,0,0,0,0,0,0,1,6,90,0,0,0,0,0,0,0,goalkeeper,Villarreal,away,Granada CF,8/20/2016,15101
A. Rukavina,2,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Villarreal,away,Granada CF,8/20/2016,15101
M. Musacchio,4,0,0,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Villarreal,away,Granada CF,8/20/2016,15101
Mario,8,0,2,0,0,0,0,0,0,90,0,0,0,0,0,6,0,defender,Villarreal,away,Granada CF,8/20/2016,15101
V. Ruiz,3,0,0,0,2,0,0,0,0,90,0,0,0,0,0,0,0,defender,Villarreal,away,Granada CF,8/20/2016,15101
A. N'Diaye,0,0,3,0,1,0,0,0,0,90,23,0,0,0,0,0,1,midfielder,Villarreal,away,Granada CF,8/20/2016,15101
Manu Trigueros,0,1,1,0,3,0,0,0,0,90,35,0,0,0,0,0,1,midfielder,Villarreal,away,Granada CF,8/20/2016,15101
Roberto Soriano,0,0,2,0,0,0,0,0,0,90,34,0,0,1,0,0,0,midfielder,Villarreal,away,Granada CF,8/20/2016,15101
Samu Castillejo,0,2,1,1,5,1,0,0,0,90,20,0,0,2,0,0,0,midfielder,Villarreal,away,Granada CF,8/20/2016,15101
Alexandre Pato,0,0,0,2,1,0,0,0,0,89,10,0,0,3,0,0,0,forward,Villarreal,away,Granada CF,8/20/2016,15101
N. Sansone,0,0,1,0,1,0,0,0,0,77,22,0,0,2,0,0,1,forward,Villarreal,away,Granada CF,8/20/2016,15101
Diego González,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,substitute,Sevilla,home,Espanyol,8/20/2016,29399
J. Correa,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,substitute,Sevilla,home,Espanyol,8/20/2016,29399
V. Iborra,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Sevilla,home,Espanyol,8/20/2016,29399
Sergio Rico,0,0,0,0,0,0,0,4,2,90,0,0,0,0,3,0,0,goalkeeper,Sevilla,home,Espanyol,8/20/2016,29399
G. Mercado,3,0,1,0,1,0,0,0,0,90,0,0,0,0,0,3,1,defender,Sevilla,home,Espanyol,8/20/2016,29399
Mariano,0,0,0,0,1,0,1,0,0,90,0,0,0,0,0,2,0,defender,Sevilla,home,Espanyol,8/20/2016,29399
Nico Pareja,4,0,0,0,2,0,0,0,0,83,0,0,0,0,0,1,0,defender,Sevilla,home,Espanyol,8/20/2016,29399
F. Vázquez,0,2,2,0,1,1,1,0,0,90,54,0,0,4,0,0,0,midfielder,Sevilla,home,Espanyol,8/20/2016,29399
H. Kiyotake,0,5,1,0,2,1,1,0,0,90,48,0,0,1,0,0,0,midfielder,Sevilla,home,Espanyol,8/20/2016,29399
P. Sarabia,0,1,1,0,3,1,2,0,0,90,58,0,0,2,0,0,0,midfielder,Sevilla,home,Espanyol,8/20/2016,29399
S. N'Zonzi,0,0,0,0,1,0,0,0,0,90,86,0,0,0,0,0,0,midfielder,Sevilla,home,Espanyol,8/20/2016,29399
Vitolo,0,0,1,0,3,0,0,0,0,90,62,0,0,0,0,0,0,midfielder,Sevilla,home,Espanyol,8/20/2016,29399
L. Vietto,0,0,2,0,1,2,0,0,0,80,27,0,0,4,0,0,1,forward,Sevilla,home,Espanyol,8/20/2016,29399
W. Ben Yedder,0,0,0,0,0,1,0,0,0,75,14,0,0,2,0,0,0,forward,Sevilla,home,Espanyol,8/20/2016,29399
Javi Fuego,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Espanyol,away,Sevilla,8/20/2016,29399
M. Ciani,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,substitute,Espanyol,away,Sevilla,8/20/2016,29399
Roberto,0,0,0,0,0,0,0,6,5,90,0,0,0,0,5,0,0,goalkeeper,Espanyol,away,Sevilla,8/20/2016,29399
Javi López,4,0,0,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Espanyol,away,Sevilla,8/20/2016,29399
R. Duarte,6,0,0,0,0,0,0,0,0,69,0,0,0,0,0,2,0,defender,Espanyol,away,Sevilla,8/20/2016,29399
Álvaro González,6,0,0,0,2,0,0,0,0,90,0,0,0,0,0,0,1,defender,Espanyol,away,Sevilla,8/20/2016,29399
Ó. Duarte,1,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,defender,Espanyol,away,Sevilla,8/20/2016,29399
Hernán Pérez,0,0,4,0,1,1,0,0,0,69,15,0,0,1,0,0,1,midfielder,Espanyol,away,Sevilla,8/20/2016,29399
P. Piatti,0,0,1,0,2,1,2,0,0,90,17,0,0,1,0,0,0,midfielder,Espanyol,away,Sevilla,8/20/2016,29399
Pape Diop,0,0,4,0,0,0,0,0,0,90,20,0,0,0,0,0,0,midfielder,Espanyol,away,Sevilla,8/20/2016,29399
Víctor Sánchez,0,1,0,1,1,1,0,0,0,90,24,0,0,2,0,0,0,midfielder,Espanyol,away,Sevilla,8/20/2016,29399
Gerard Moreno,0,0,1,0,0,1,0,0,0,90,15,0,0,1,0,0,0,forward,Espanyol,away,Sevilla,8/20/2016,29399
Leo Baptistao,0,0,3,0,1,0,1,0,0,90,23,0,0,3,0,0,0,forward,Espanyol,away,Sevilla,8/20/2016,29399
Akram Afif,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,substitute,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Carlos Castro,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,substitute,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Xavi Torres,0,0,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,substitute,Sporting Gijón,home,Athletic Club,8/21/2016,25340
I. Cuéllar,0,0,0,0,0,0,0,1,12,90,0,0,0,0,3,0,1,goalkeeper,Sporting Gijón,home,Athletic Club,8/21/2016,25340
F. Amorebieta,12,0,5,0,0,0,0,0,0,90,0,0,0,1,0,3,1,defender,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Isma López,4,0,2,0,1,0,0,0,0,90,0,0,0,2,0,5,1,defender,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Jorge Meré,6,0,0,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Lillo,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Burgui,0,1,0,0,3,0,1,0,0,73,25,0,0,2,0,0,0,midfielder,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Moi Gómez,0,1,1,0,0,0,1,0,0,90,32,0,0,1,0,0,0,midfielder,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Nacho Cases,0,0,0,0,5,0,0,0,0,90,29,0,0,0,0,0,0,midfielder,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Sergio Álvarez,0,0,0,0,0,0,0,0,0,63,25,0,0,0,0,0,0,midfielder,Sporting Gijón,home,Athletic Club,8/21/2016,25340
Víctor Rodríguez,0,0,0,1,3,1,0,0,0,90,19,0,0,4,0,0,0,midfielder,Sporting Gijón,home,Athletic Club,8/21/2016,25340
D. Cop,0,0,5,0,1,1,0,0,0,84,31,0,0,2,0,0,0,forward,Sporting Gijón,home,Athletic Club,8/21/2016,25340
B. Viguera,0,0,0,0,1,1,0,0,0,26,0,0,0,0,0,0,0,substitute,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Mikel Vesga,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Muniain,0,0,1,0,2,0,0,0,0,34,0,0,0,0,0,0,1,substitute,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Gorka Iraizoz,0,0,0,0,0,0,0,2,7,90,0,0,0,0,2,0,0,goalkeeper,Athletic Club,away,Sporting Gijón,8/21/2016,25340
A. Laporte,2,0,1,0,2,0,0,0,0,90,0,0,0,0,0,3,1,defender,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Balenziaga,3,0,1,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Athletic Club,away,Sporting Gijón,8/21/2016,25340
De Marcos,0,0,2,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Eneko Bóveda,2,0,1,0,1,0,0,0,0,90,0,0,0,0,0,6,1,defender,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Beñat,0,4,2,1,1,0,0,0,0,90,75,0,0,3,0,0,0,midfielder,Athletic Club,away,Sporting Gijón,8/21/2016,25340
M. Susaeta,0,1,0,0,0,0,0,0,0,56,10,0,0,0,0,0,0,midfielder,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Raúl García,0,0,2,0,2,0,0,0,0,64,24,0,0,0,0,0,0,midfielder,Athletic Club,away,Sporting Gijón,8/21/2016,25340
San José,0,0,1,0,0,0,0,0,0,75,33,0,0,0,0,0,0,midfielder,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Williams,0,0,3,0,3,0,1,0,0,90,35,0,0,3,0,0,0,midfielder,Athletic Club,away,Sporting Gijón,8/21/2016,25340
Aduriz,0,0,1,0,3,0,0,0,0,90,18,0,0,2,0,0,0,forward,Athletic Club,away,Sporting Gijón,8/21/2016,25340
C. Vela,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Real Sociedad,home,Real Madrid,8/21/2016,27720
Willian José,0,0,1,0,1,0,0,0,0,34,0,0,0,0,0,0,0,substitute,Real Sociedad,home,Real Madrid,8/21/2016,27720
Xabi Prieto,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,substitute,Real Sociedad,home,Real Madrid,8/21/2016,27720
G. Rulli,0,0,0,0,0,0,0,3,8,90,0,0,0,0,5,0,0,goalkeeper,Real Sociedad,home,Real Madrid,8/21/2016,27720
Iñigo Martínez,2,0,1,0,0,0,0,0,0,90,0,0,0,1,0,1,0,defender,Real Sociedad,home,Real Madrid,8/21/2016,27720
M. González,4,0,2,0,0,0,0,0,0,79,0,0,0,0,0,2,0,defender,Real Sociedad,home,Real Madrid,8/21/2016,27720
Yuri,3,0,1,0,0,0,0,0,0,90,0,0,0,1,0,4,1,defender,Real Sociedad,home,Real Madrid,8/21/2016,27720
Zaldúa,3,0,3,0,0,0,0,0,0,90,0,0,0,0,0,3,1,defender,Real Sociedad,home,Real Madrid,8/21/2016,27720
A. Illarramendi,0,2,1,0,0,0,0,0,0,90,65,0,0,0,0,0,0,midfielder,Real Sociedad,home,Real Madrid,8/21/2016,27720
D. Concha,0,0,2,0,3,0,0,0,0,56,14,0,0,0,0,0,0,midfielder,Real Sociedad,home,Real Madrid,8/21/2016,27720
D. Zurutuza,0,1,3,0,3,0,0,0,0,90,45,0,0,0,0,0,0,midfielder,Real Sociedad,home,Real Madrid,8/21/2016,27720
M. Bergara,0,0,3,0,1,0,0,0,0,90,27,0,0,0,0,0,0,midfielder,Real Sociedad,home,Real Madrid,8/21/2016,27720
M. Oyarzabal,0,0,3,0,1,0,0,0,0,90,31,0,0,0,0,0,0,midfielder,Real Sociedad,home,Real Madrid,8/21/2016,27720
Juanmi,0,0,2,0,0,0,0,0,0,72,7,0,0,0,0,0,0,forward,Real Sociedad,home,Real Madrid,8/21/2016,27720
Isco,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,substitute,Real Madrid,away,Real Sociedad,8/21/2016,27720
J. Rodríguez,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Real Madrid,away,Real Sociedad,8/21/2016,27720
Lucas Vázquez,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,substitute,Real Madrid,away,Real Sociedad,8/21/2016,27720
Kiko Casilla,0,0,0,0,0,0,0,0,4,90,0,0,0,0,0,0,0,goalkeeper,Real Madrid,away,Real Sociedad,8/21/2016,27720
D. Carvajal,1,0,2,0,1,0,1,0,0,90,0,0,0,0,0,3,0,defender,Real Madrid,away,Real Sociedad,8/21/2016,27720
Marcelo,0,0,1,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Real Madrid,away,Real Sociedad,8/21/2016,27720
R. Varane,3,0,0,0,1,0,1,0,0,90,0,0,0,0,0,1,0,defender,Real Madrid,away,Real Sociedad,8/21/2016,27720
S. Ramos,1,0,0,0,4,0,0,0,0,90,0,0,0,1,0,5,1,defender,Real Madrid,away,Real Sociedad,8/21/2016,27720
Casemiro,0,0,3,0,4,0,0,0,0,90,62,0,0,1,0,0,1,midfielder,Real Madrid,away,Real Sociedad,8/21/2016,27720
M. Kovacic,0,0,0,0,3,0,0,0,0,90,41,0,0,2,0,0,0,midfielder,Real Madrid,away,Real Sociedad,8/21/2016,27720
T. Kroos,0,6,1,0,2,0,0,0,0,73,73,0,0,3,0,0,0,midfielder,Real Madrid,away,Real Sociedad,8/21/2016,27720
G. Bale,0,0,0,0,2,2,0,0,0,90,33,0,0,2,0,0,0,forward,Real Madrid,away,Real Sociedad,8/21/2016,27720
M. Asensio,0,0,0,0,0,1,0,0,0,66,33,0,0,1,0,0,0,forward,Real Madrid,away,Real Sociedad,8/21/2016,27720
Á. Morata,0,0,4,0,3,0,0,0,0,77,20,0,0,3,0,0,1,forward,Real Madrid,away,Real Sociedad,8/21/2016,27720
F. Torres,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Atlético de Madrid,home,Alavés,8/21/2016,36421
N. Gaitán,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,substitute,Atlético de Madrid,home,Alavés,8/21/2016,36421
Á. Correa,0,0,1,0,1,0,0,0,0,19,0,0,0,0,0,0,0,substitute,Atlético de Madrid,home,Alavés,8/21/2016,36421
J. Oblak,0,0,0,0,0,0,0,1,4,90,0,0,0,0,0,0,0,goalkeeper,Atlético de Madrid,home,Alavés,8/21/2016,36421
