player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
Diego Alves,0,0,0,0,0,0,0,1,6,90,0,0,0,0,0,0,1,goalkeeper,Valencia CF,home,Alavés,9/22/2016,32285
A. Santos,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Valencia CF,home,Alavés,9/22/2016,32285
E. Mangala,4,0,2,0,1,0,0,0,0,90,0,0,0,1,0,0,1,defender,Valencia CF,home,Alavés,9/22/2016,32285
José Gayá,0,0,1,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Valencia CF,home,Alavés,9/22/2016,32285
M. Montoya,0,0,0,0,3,0,0,0,0,90,0,0,0,0,0,6,0,defender,Valencia CF,home,Alavés,9/22/2016,32285
D. Parejo,0,5,3,0,2,1,0,0,0,90,74,1,0,1,0,0,0,midfielder,Valencia CF,home,Alavés,9/22/2016,32285
E. Pérez,0,0,2,0,2,0,0,0,0,90,66,0,0,1,0,0,0,midfielder,Valencia CF,home,Alavés,9/22/2016,32285
Á. Medrán,0,0,1,0,1,0,0,0,0,67,32,0,0,1,0,0,0,midfielder,Valencia CF,home,Alavés,9/22/2016,32285
Munir,0,0,0,0,0,0,0,0,0,79,15,0,0,0,0,0,0,forward,Valencia CF,home,Alavés,9/22/2016,32285
Nani,0,1,2,0,0,0,0,0,0,90,38,0,0,1,0,0,0,forward,Valencia CF,home,Alavés,9/22/2016,32285
Rodrigo,0,0,0,0,1,0,0,0,0,45,16,0,0,1,0,0,0,forward,Valencia CF,home,Alavés,9/22/2016,32285
C. Santos,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Alavés,away,Valencia CF,9/22/2016,32285
Ibai Gómez,0,0,1,0,1,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Alavés,away,Valencia CF,9/22/2016,32285
V. Camarasa,0,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,substitute,Alavés,away,Valencia CF,9/22/2016,32285
F. Pacheco,0,0,0,0,0,0,0,2,10,90,0,0,0,0,1,0,0,goalkeeper,Alavés,away,Valencia CF,9/22/2016,32285
Alexis,3,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,1,defender,Alavés,away,Valencia CF,9/22/2016,32285
Kiko Femenía,0,0,0,0,1,0,0,0,0,90,0,0,0,0,0,3,1,defender,Alavés,away,Valencia CF,9/22/2016,32285
T. Hernández,0,0,2,0,3,0,0,0,0,90,0,0,0,0,0,4,1,defender,Alavés,away,Valencia CF,9/22/2016,32285
V. Laguardia,11,0,0,0,1,0,0,0,0,90,0,0,0,1,0,0,0,defender,Alavés,away,Valencia CF,9/22/2016,32285
A. Katai,0,4,1,0,0,0,1,0,0,70,21,0,0,1,0,0,0,midfielder,Alavés,away,Valencia CF,9/22/2016,32285
D. Torres,0,0,1,0,0,0,0,0,0,90,59,0,0,0,0,0,1,midfielder,Alavés,away,Valencia CF,9/22/2016,32285
G. Toquero,0,0,0,0,1,1,0,0,0,90,41,0,0,1,0,0,0,midfielder,Alavés,away,Valencia CF,9/22/2016,32285
Marcos Llorente,0,0,3,0,3,0,0,0,0,90,73,0,0,0,0,0,0,midfielder,Alavés,away,Valencia CF,9/22/2016,32285
Deyverson,0,0,0,0,3,0,0,0,0,85,28,0,0,3,0,0,0,forward,Alavés,away,Valencia CF,9/22/2016,32285
N. Krsticic,0,0,1,0,0,0,0,0,0,61,24,0,0,0,0,0,0,forward,Alavés,away,Valencia CF,9/22/2016,32285
D. Brasanac,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,substitute,Real Betis,home,Málaga,9/23/2016,37038
R. Donk,0,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,substitute,Real Betis,home,Málaga,9/23/2016,37038
Á. Cejudo,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,1,substitute,Real Betis,home,Málaga,9/23/2016,37038
A. Adán,0,0,0,0,0,0,0,0,6,90,0,0,0,0,6,0,0,goalkeeper,Real Betis,home,Málaga,9/23/2016,37038
Bruno,4,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,Real Betis,home,Málaga,9/23/2016,37038
C. Piccini,1,0,2,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Real Betis,home,Málaga,9/23/2016,37038
G. Pezzella,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,1,0,defender,Real Betis,home,Málaga,9/23/2016,37038
Rafa Navarro,4,0,3,0,1,0,0,0,0,90,0,0,0,0,0,2,1,defender,Real Betis,home,Málaga,9/23/2016,37038
Charly Musonda,0,0,0,0,2,0,1,0,0,90,13,0,0,2,0,0,0,midfielder,Real Betis,home,Málaga,9/23/2016,37038
F. Gutiérrez,0,3,2,0,1,0,0,0,0,90,34,0,0,1,0,0,0,midfielder,Real Betis,home,Málaga,9/23/2016,37038
Joaquín,0,3,0,0,2,1,0,0,0,90,34,0,0,1,0,0,0,midfielder,Real Betis,home,Málaga,9/23/2016,37038
Petros,0,0,4,0,3,0,0,0,0,90,39,0,0,1,0,0,1,midfielder,Real Betis,home,Málaga,9/23/2016,37038
R. Castro,0,0,0,0,0,0,0,0,0,64,17,0,0,1,0,0,0,forward,Real Betis,home,Málaga,9/23/2016,37038
Álex Alegría,0,0,5,0,5,0,0,0,0,90,26,0,0,2,0,0,0,forward,Real Betis,home,Málaga,9/23/2016,37038
Duda,0,0,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,substitute,Málaga,away,Real Betis,9/23/2016,37038
G. Castro,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,1,substitute,Málaga,away,Real Betis,9/23/2016,37038
Y. En-Nesyri,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,substitute,Málaga,away,Real Betis,9/23/2016,37038
C. Kameni,0,0,0,0,0,0,0,1,6,90,0,0,0,0,2,0,0,goalkeeper,Málaga,away,Real Betis,9/23/2016,37038
Diego Llorente,1,0,3,0,1,0,0,0,0,90,0,0,0,1,0,2,1,defender,Málaga,away,Real Betis,9/23/2016,37038
F. Ricca,1,0,2,0,1,0,0,0,0,90,0,0,0,2,0,4,0,defender,Málaga,away,Real Betis,9/23/2016,37038
M. Torres,6,0,0,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,Málaga,away,Real Betis,9/23/2016,37038
R. Rosales,2,0,2,0,2,0,0,0,0,90,0,0,0,0,0,3,0,defender,Málaga,away,Real Betis,9/23/2016,37038
I. Camacho,0,0,2,0,2,0,0,0,0,90,34,0,0,1,0,0,1,midfielder,Málaga,away,Real Betis,9/23/2016,37038
Jony,0,3,0,0,1,0,0,0,0,77,25,0,0,0,0,0,1,midfielder,Málaga,away,Real Betis,9/23/2016,37038
Juanpi,0,0,0,0,4,0,0,0,0,90,22,0,0,4,0,0,0,midfielder,Málaga,away,Real Betis,9/23/2016,37038
Z. Kuzmanovic,0,0,2,0,0,0,0,0,0,59,32,0,0,2,0,0,1,midfielder,Málaga,away,Real Betis,9/23/2016,37038
Charles,0,0,2,0,1,0,0,0,0,50,16,0,0,0,0,0,0,forward,Málaga,away,Real Betis,9/23/2016,37038
S. Ramírez,0,1,1,1,2,0,0,0,0,90,20,0,0,1,0,0,1,forward,Málaga,away,Real Betis,9/23/2016,37038
Fran Rico,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Eibar,home,Real Sociedad,9/24/2016,4798
Nano,0,0,2,0,2,0,0,0,0,27,0,0,0,0,0,0,0,substitute,Eibar,home,Real Sociedad,9/24/2016,4798
R. Peña,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Eibar,home,Real Sociedad,9/24/2016,4798
A. Riesgo,0,0,0,0,0,0,0,0,5,90,0,0,0,0,0,0,0,goalkeeper,Eibar,home,Real Sociedad,9/24/2016,4798
A. Capa,2,0,2,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Eibar,home,Real Sociedad,9/24/2016,4798
A. Gálvez,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,1,defender,Eibar,home,Real Sociedad,9/24/2016,4798
A. Luna,1,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Eibar,home,Real Sociedad,9/24/2016,4798
F. Lejeune,8,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Eibar,home,Real Sociedad,9/24/2016,4798
Bebé,0,0,1,0,1,1,0,0,0,79,15,0,0,2,0,0,0,midfielder,Eibar,home,Real Sociedad,9/24/2016,4798
Dani García,0,0,4,0,2,0,0,0,0,90,55,0,0,0,0,0,1,midfielder,Eibar,home,Real Sociedad,9/24/2016,4798
G. Escalante,0,0,1,0,1,0,0,0,0,85,53,0,0,2,0,0,1,midfielder,Eibar,home,Real Sociedad,9/24/2016,4798
Pedro León,0,4,3,1,1,0,0,0,0,90,25,0,0,3,0,0,0,midfielder,Eibar,home,Real Sociedad,9/24/2016,4798
Kike,0,0,1,0,2,0,0,0,0,63,16,0,0,1,0,0,1,forward,Eibar,home,Real Sociedad,9/24/2016,4798
Sergi Enrich,0,0,0,0,1,0,0,0,0,90,22,0,0,3,0,0,0,forward,Eibar,home,Real Sociedad,9/24/2016,4798
M. Oyarzabal,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,substitute,Real Sociedad,away,Eibar,9/24/2016,4798
Xabi Prieto,0,0,1,0,1,0,0,0,0,32,0,0,0,0,0,0,0,substitute,Real Sociedad,away,Eibar,9/24/2016,4798
Zaldúa,0,0,1,0,1,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Real Sociedad,away,Eibar,9/24/2016,4798
G. Rulli,0,0,0,0,0,0,0,2,16,90,0,0,0,0,2,0,0,goalkeeper,Real Sociedad,away,Eibar,9/24/2016,4798
A. Elustondo,1,0,1,0,0,0,0,0,0,24,0,0,1,0,0,1,0,defender,Real Sociedad,away,Eibar,9/24/2016,4798
Héctor,1,0,1,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Real Sociedad,away,Eibar,9/24/2016,4798
Iñigo Martínez,7,0,3,0,1,0,0,0,0,90,0,0,0,0,0,0,1,defender,Real Sociedad,away,Eibar,9/24/2016,4798
Raúl Navas,6,0,2,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Real Sociedad,away,Eibar,9/24/2016,4798
A. Illarramendi,0,1,2,0,2,0,0,0,0,90,44,0,0,0,0,0,0,midfielder,Real Sociedad,away,Eibar,9/24/2016,4798
D. Zurutuza,0,0,0,0,0,0,0,0,0,45,19,0,0,0,0,0,0,midfielder,Real Sociedad,away,Eibar,9/24/2016,4798
M. Bergara,0,0,0,0,2,0,0,0,0,90,21,0,0,0,0,0,0,midfielder,Real Sociedad,away,Eibar,9/24/2016,4798
C. Vela,0,1,1,0,2,0,0,0,0,66,14,0,0,1,0,0,1,forward,Real Sociedad,away,Eibar,9/24/2016,4798
Juanmi,0,0,1,0,1,0,0,0,0,90,21,0,0,1,0,0,0,forward,Real Sociedad,away,Eibar,9/24/2016,4798
Willian José,0,0,0,0,1,0,0,0,0,58,13,0,0,0,0,0,0,forward,Real Sociedad,away,Eibar,9/24/2016,4798
Babin,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Sporting Gijón,home,Barcelona,9/24/2016,26098
Carlos Castro,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,substitute,Sporting Gijón,home,Barcelona,9/24/2016,26098
Douglas,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Sporting Gijón,home,Barcelona,9/24/2016,26098
I. Cuéllar,0,0,0,0,0,0,0,5,6,90,0,0,0,0,2,0,0,goalkeeper,Sporting Gijón,home,Barcelona,9/24/2016,26098
A. Lora,1,0,3,0,0,0,0,0,0,74,0,0,1,0,0,1,0,defender,Sporting Gijón,home,Barcelona,9/24/2016,26098
F. Amorebieta,2,0,2,0,0,0,0,0,0,90,0,0,0,0,0,3,1,defender,Sporting Gijón,home,Barcelona,9/24/2016,26098
Jorge Meré,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,Sporting Gijón,home,Barcelona,9/24/2016,26098
Lillo,0,0,1,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Sporting Gijón,home,Barcelona,9/24/2016,26098
Burgui,0,3,0,0,1,0,0,0,0,90,35,0,0,0,0,0,0,midfielder,Sporting Gijón,home,Barcelona,9/24/2016,26098
Moi Gómez,0,0,3,0,0,0,0,0,0,68,29,0,0,1,0,0,0,midfielder,Sporting Gijón,home,Barcelona,9/24/2016,26098
Nacho Cases,0,0,3,0,0,0,0,0,0,90,31,0,0,1,0,0,0,midfielder,Sporting Gijón,home,Barcelona,9/24/2016,26098
Sergio Álvarez,0,0,3,0,2,0,0,0,0,90,49,0,0,0,0,0,0,midfielder,Sporting Gijón,home,Barcelona,9/24/2016,26098
Víctor Rodríguez,0,1,0,1,3,0,0,0,0,77,32,0,0,1,0,0,0,midfielder,Sporting Gijón,home,Barcelona,9/24/2016,26098
D. Cop,0,0,0,0,1,0,0,0,0,68,21,0,0,0,0,0,0,forward,Sporting Gijón,home,Barcelona,9/24/2016,26098
Denis Suárez,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Barcelona,away,Sporting Gijón,9/24/2016,26098
Paco Alcácer,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,substitute,Barcelona,away,Sporting Gijón,9/24/2016,26098
M. ter Stegen,0,0,0,0,0,0,0,0,5,90,0,0,0,0,3,0,0,goalkeeper,Barcelona,away,Sporting Gijón,9/24/2016,26098
G. Piqué,3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Barcelona,away,Sporting Gijón,9/24/2016,26098
J. Mathieu,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Barcelona,away,Sporting Gijón,9/24/2016,26098
L. Digne,1,0,2,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Barcelona,away,Sporting Gijón,9/24/2016,26098
Sergi Roberto,0,0,1,0,1,0,2,0,0,90,0,0,0,0,0,7,0,defender,Barcelona,away,Sporting Gijón,9/24/2016,26098
A. Turan,0,0,3,0,1,1,1,0,0,90,68,0,0,1,0,0,0,midfielder,Barcelona,away,Sporting Gijón,9/24/2016,26098
André Gomes,0,0,2,0,2,0,0,0,0,90,55,0,0,2,0,0,0,midfielder,Barcelona,away,Sporting Gijón,9/24/2016,26098
S. Busquets,0,0,0,0,1,0,0,0,0,69,64,0,0,0,0,0,0,midfielder,Barcelona,away,Sporting Gijón,9/24/2016,26098
Luis Suárez,0,0,0,0,1,1,0,0,0,72,18,0,0,2,0,0,0,forward,Barcelona,away,Sporting Gijón,9/24/2016,26098
Neymar,0,3,1,1,4,2,0,0,0,90,46,0,0,4,0,0,0,forward,Barcelona,away,Sporting Gijón,9/24/2016,26098
Rafinha,0,0,0,0,4,1,0,0,0,90,32,0,0,1,0,0,0,forward,Barcelona,away,Sporting Gijón,9/24/2016,26098
Iturraspe,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Athletic Club,home,Sevilla,9/24/2016,42415
Sabin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Athletic Club,home,Sevilla,9/24/2016,42415
Saborit,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Athletic Club,home,Sevilla,9/24/2016,42415
Kepa,0,0,0,0,0,0,0,1,6,90,0,0,0,0,1,0,0,goalkeeper,Athletic Club,home,Sevilla,9/24/2016,42415
A. Laporte,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Athletic Club,home,Sevilla,9/24/2016,42415
Balenziaga,3,0,1,0,0,1,0,0,0,90,0,0,0,1,0,2,0,defender,Athletic Club,home,Sevilla,9/24/2016,42415
De Marcos,3,0,1,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Athletic Club,home,Sevilla,9/24/2016,42415
Yeray,1,0,0,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Athletic Club,home,Sevilla,9/24/2016,42415
Beñat,0,2,0,0,1,0,0,0,0,89,29,0,0,1,0,0,0,midfielder,Athletic Club,home,Sevilla,9/24/2016,42415
M. Susaeta,0,2,0,0,2,0,0,0,0,70,25,0,0,0,0,0,0,midfielder,Athletic Club,home,Sevilla,9/24/2016,42415
Raúl García,0,0,2,0,0,0,0,0,0,77,18,0,0,1,0,0,0,midfielder,Athletic Club,home,Sevilla,9/24/2016,42415
San José,0,0,2,0,0,1,0,0,0,90,35,0,0,2,0,0,0,midfielder,Athletic Club,home,Sevilla,9/24/2016,42415
Williams,0,0,1,0,1,0,0,0,0,90,17,0,0,3,0,0,1,midfielder,Athletic Club,home,Sevilla,9/24/2016,42415
Aduriz,0,0,2,0,3,1,0,0,0,90,17,1,0,4,0,0,1,forward,Athletic Club,home,Sevilla,9/24/2016,42415
F. Vázquez,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Sevilla,away,Athletic Club,9/24/2016,42415
L. Vietto,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Sevilla,away,Athletic Club,9/24/2016,42415
Vitolo,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,substitute,Sevilla,away,Athletic Club,9/24/2016,42415
S. Sirigu,0,0,0,0,0,0,0,2,7,88,0,0,1,0,4,0,0,goalkeeper,Sevilla,away,Athletic Club,9/24/2016,42415
G. Mercado,2,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,Sevilla,away,Athletic Club,9/24/2016,42415
Kolo,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Sevilla,away,Athletic Club,9/24/2016,42415
Mariano,0,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,1,defender,Sevilla,away,Athletic Club,9/24/2016,42415
Nico Pareja,5,0,2,0,0,0,0,0,0,69,0,0,0,0,0,0,0,defender,Sevilla,away,Athletic Club,9/24/2016,42415
J. Correa,0,0,1,0,2,0,0,0,0,59,13,0,0,0,0,0,0,midfielder,Sevilla,away,Athletic Club,9/24/2016,42415
Matías Kranevitter,0,0,0,0,0,0,0,0,0,90,50,0,0,0,0,0,0,midfielder,Sevilla,away,Athletic Club,9/24/2016,42415
P. Sarabia,0,3,0,0,2,0,0,0,0,90,32,0,0,1,0,0,0,midfielder,Sevilla,away,Athletic Club,9/24/2016,42415
S. Nasri,0,2,1,0,0,1,0,0,0,90,70,0,0,1,0,0,0,midfielder,Sevilla,away,Athletic Club,9/24/2016,42415
V. Iborra,0,0,0,0,4,0,0,0,0,90,74,0,0,0,0,0,0,midfielder,Sevilla,away,Athletic Club,9/24/2016,42415
Carlos Fernández,0,0,1,0,0,0,0,0,0,62,6,0,0,0,0,0,0,forward,Sevilla,away,Athletic Club,9/24/2016,42415
M. Lemos,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Las Palmas,home,Real Madrid,9/24/2016,22520
N. El Zhar,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,substitute,Las Palmas,home,Real Madrid,9/24/2016,22520
S. Araujo,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,substitute,Las Palmas,home,Real Madrid,9/24/2016,22520
Javi Varas,0,0,0,0,0,0,0,2,9,90,0,0,0,0,9,0,0,goalkeeper,Las Palmas,home,Real Madrid,9/24/2016,22520
Aythami,5,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Las Palmas,home,Real Madrid,9/24/2016,22520
Dani Castellano,1,0,1,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,Las Palmas,home,Real Madrid,9/24/2016,22520
David García,5,0,0,0,1,0,0,0,0,90,0,0,0,0,0,1,1,defender,Las Palmas,home,Real Madrid,9/24/2016,22520
Míchel Macedo,1,0,0,0,2,0,0,0,0,90,0,0,0,1,0,0,0,defender,Las Palmas,home,Real Madrid,9/24/2016,22520
Jonathan Viera,0,0,1,0,0,0,0,0,0,56,44,0,0,2,0,0,0,midfielder,Las Palmas,home,Real Madrid,9/24/2016,22520
Momo,0,0,0,0,0,0,0,0,0,68,34,0,0,0,0,0,0,midfielder,Las Palmas,home,Real Madrid,9/24/2016,22520
Roque Mesa,0,0,0,0,0,0,0,0,0,90,79,0,0,0,0,0,1,midfielder,Las Palmas,home,Real Madrid,9/24/2016,22520
Tana,0,0,3,0,4,1,0,0,0,90,48,0,0,2,0,0,1,midfielder,Las Palmas,home,Real Madrid,9/24/2016,22520
Vicente Gómez,0,0,1,0,3,0,0,0,0,90,41,0,0,1,0,0,0,midfielder,Las Palmas,home,Real Madrid,9/24/2016,22520
M. Livaja,0,0,0,0,4,0,0,0,0,88,17,0,0,0,0,0,0,forward,Las Palmas,home,Real Madrid,9/24/2016,22520
Isco,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,substitute,Real Madrid,away,Las Palmas,9/24/2016,22520
K. Benzema,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,substitute,Real Madrid,away,Las Palmas,9/24/2016,22520
Lucas Vázquez,0,0,1,0,2,0,0,0,0,18,0,0,0,0,0,0,0,substitute,Real Madrid,away,Las Palmas,9/24/2016,22520
Kiko Casilla,0,0,0,0,0,0,0,2,5,90,0,0,0,0,4,0,0,goalkeeper,Real Madrid,away,Las Palmas,9/24/2016,22520
D. Carvajal,1,0,3,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,Real Madrid,away,Las Palmas,9/24/2016,22520
Nacho,0,0,4,0,1,0,0,0,0,90,0,0,0,2,0,3,0,defender,Real Madrid,away,Las Palmas,9/24/2016,22520
R. Varane,2,0,1,0,0,0,0,0,0,90,0,0,0,2,0,1,0,defender,Real Madrid,away,Las Palmas,9/24/2016,22520
S. Ramos,1,0,3,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Real Madrid,away,Las Palmas,9/24/2016,22520
L. Modric,0,0,1,0,0,0,0,0,0,90,59,0,0,1,0,0,0,midfielder,Real Madrid,away,Las Palmas,9/24/2016,22520
M. Asensio,0,1,2,0,0,1,0,0,0,64,23,0,0,1,0,0,0,midfielder,Real Madrid,away,Las Palmas,9/24/2016,22520
T. Kroos,0,4,2,0,0,0,0,0,0,90,66,0,0,2,0,0,1,midfielder,Real Madrid,away,Las Palmas,9/24/2016,22520
Cristiano Ronaldo,0,0,1,0,0,0,0,0,0,72,14,0,0,3,0,0,0,forward,Real Madrid,away,Las Palmas,9/24/2016,22520
G. Bale,0,0,0,0,0,0,0,0,0,90,40,0,0,2,0,0,0,forward,Real Madrid,away,Las Palmas,9/24/2016,22520
Á. Morata,0,0,1,0,3,0,0,0,0,80,18,0,0,3,0,0,0,forward,Real Madrid,away,Las Palmas,9/24/2016,22520
D. Machís,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,substitute,Leganés,home,Valencia CF,9/25/2016,10622
Koné,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Leganés,home,Valencia CF,9/25/2016,10622
Luciano Neves,0,0,1,0,1,0,0,0,0,31,0,0,0,0,0,0,1,substitute,Leganés,home,Valencia CF,9/25/2016,10622
Jon Serantes,0,0,0,0,0,0,0,2,8,90,0,0,0,0,2,0,1,goalkeeper,Leganés,home,Valencia CF,9/25/2016,10622
Adrián Marín,1,0,1,0,2,0,0,0,0,84,0,0,0,0,0,4,0,defender,Leganés,home,Valencia CF,9/25/2016,10622
C. Medjani,2,0,2,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Leganés,home,Valencia CF,9/25/2016,10622
Martín,3,0,1,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Leganés,home,Valencia CF,9/25/2016,10622
Víctor Díaz,0,0,2,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,Leganés,home,Valencia CF,9/25/2016,10622
A. Szymanowski,0,0,2,0,2,1,0,0,0,90,34,0,0,4,0,0,0,midfielder,Leganés,home,Valencia CF,9/25/2016,10622
Alberto,0,0,3,0,1,0,0,0,0,90,28,0,0,0,0,0,1,midfielder,Leganés,home,Valencia CF,9/25/2016,10622
D. Timor,0,0,3,0,1,0,0,0,0,90,44,0,0,0,0,0,0,midfielder,Leganés,home,Valencia CF,9/25/2016,10622
Omar Ramos,0,1,0,0,3,0,1,0,0,90,24,0,0,0,0,0,0,midfielder,Leganés,home,Valencia CF,9/25/2016,10622
Unai López,0,0,0,0,2,0,0,0,0,59,18,0,0,0,0,0,0,midfielder,Leganés,home,Valencia CF,9/25/2016,10622
Guerrero,0,0,4,0,2,0,0,0,0,65,21,0,0,1,0,0,1,forward,Leganés,home,Valencia CF,9/25/2016,10622
A. Abdennour,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Valencia CF,away,Leganés,9/25/2016,10622
Munir,0,0,2,0,3,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Valencia CF,away,Leganés,9/25/2016,10622
Z. Bakkali,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Valencia CF,away,Leganés,9/25/2016,10622
Diego Alves,0,0,0,0,0,0,0,1,7,90,0,0,0,0,2,0,1,goalkeeper,Valencia CF,away,Leganés,9/25/2016,10622
A. Santos,3,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Valencia CF,away,Leganés,9/25/2016,10622
E. Mangala,3,0,0,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,Valencia CF,away,Leganés,9/25/2016,10622
José Gayá,1,0,2,0,0,0,0,0,0,90,0,0,0,1,0,5,0,defender,Valencia CF,away,Leganés,9/25/2016,10622
M. Montoya,1,0,2,0,1,0,0,0,0,90,0,0,0,0,0,1,1,defender,Valencia CF,away,Leganés,9/25/2016,10622
D. Parejo,0,4,1,0,3,0,0,0,0,90,46,0,0,1,0,0,0,midfielder,Valencia CF,away,Leganés,9/25/2016,10622
E. Pérez,0,0,1,0,3,0,0,0,0,90,50,0,0,0,0,0,1,midfielder,Valencia CF,away,Leganés,9/25/2016,10622
João Cancelo,0,0,1,0,2,0,0,0,0,69,21,0,0,0,0,0,0,midfielder,Valencia CF,away,Leganés,9/25/2016,10622
M. Suárez,0,0,1,0,2,1,0,0,0,90,54,0,0,1,0,0,0,midfielder,Valencia CF,away,Leganés,9/25/2016,10622
Nani,0,1,4,0,1,1,1,0,0,89,30,0,0,3,0,0,1,midfielder,Valencia CF,away,Leganés,9/25/2016,10622
Rodrigo,0,0,1,0,2,0,0,0,0,87,12,0,0,1,0,0,0,forward,Valencia CF,away,Leganés,9/25/2016,10622
Gabi,0,0,4,0,4,0,0,0,0,71,0,0,0,0,0,0,0,substitute,Atlético de Madrid,home,Deportivo de La Coruña,9/25/2016,45653
K. Gameiro,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,substitute,Atlético de Madrid,home,Deportivo de La Coruña,9/25/2016,45653
L. Hernández,0,0,1,0,2,0,0,0,0,54,0,0,0,0,0,0,1,substitute,Atlético de Madrid,home,Deportivo de La Coruña,9/25/2016,45653
J. Oblak,0,0,0,0,0,0,0,0,7,90,0,0,0,0,1,0,0,goalkeeper,Atlético de Madrid,home,Deportivo de La Coruña,9/25/2016,45653
D. Godín,4,0,0,0,2,0,0,0,0,90,0,0,0,1,0,0,0,defender,Atlético de Madrid,home,Deportivo de La Coruña,9/25/2016,45653
Filipe Luis,1,0,1,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Atlético de Madrid,home,Deportivo de La Coruña,9/25/2016,45653
