player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
A. Townsend,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,substitute,Crystal Palace,home,Liverpool,10/29/2016,25628
F. Campbell,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Crystal Palace,home,Liverpool,10/29/2016,25628
J. Puncheon,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Crystal Palace,home,Liverpool,10/29/2016,25628
S. Mandanda,0,0,0,0,0,0,0,4,7,90,0,0,0,0,6,0,0,goalkeeper,Crystal Palace,home,Liverpool,10/29/2016,25628
J. Tomkins,8,0,0,0,0,0,0,0,0,90,0,0,0,0,0,6,0,defender,Crystal Palace,home,Liverpool,10/29/2016,25628
J. Ward,3,0,4,0,3,0,0,0,0,90,0,0,0,0,0,4,0,defender,Crystal Palace,home,Liverpool,10/29/2016,25628
M. Kelly,6,0,3,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Crystal Palace,home,Liverpool,10/29/2016,25628
S. Dann,6,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Crystal Palace,home,Liverpool,10/29/2016,25628
J. McArthur,0,0,2,0,0,2,0,0,0,86,28,0,0,2,0,0,0,midfielder,Crystal Palace,home,Liverpool,10/29/2016,25628
Joe Ledley,0,0,0,0,0,0,0,0,0,74,26,0,0,0,0,0,0,midfielder,Crystal Palace,home,Liverpool,10/29/2016,25628
Lee Chung-yong,0,0,1,0,0,0,0,0,0,66,23,0,0,0,0,0,0,midfielder,Crystal Palace,home,Liverpool,10/29/2016,25628
Wilfried Zaha,0,0,0,0,0,0,1,0,0,90,29,0,0,1,0,0,0,midfielder,Crystal Palace,home,Liverpool,10/29/2016,25628
Y. Cabaye,0,3,1,0,1,0,0,0,0,90,41,0,0,0,0,0,1,midfielder,Crystal Palace,home,Liverpool,10/29/2016,25628
C. Benteke,0,0,3,0,0,0,0,0,0,90,38,0,0,3,0,0,0,forward,Crystal Palace,home,Liverpool,10/29/2016,25628
D. Origi,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Liverpool,away,Crystal Palace,10/29/2016,25628
G. Wijnaldum,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Liverpool,away,Crystal Palace,10/29/2016,25628
R. Klavan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Liverpool,away,Crystal Palace,10/29/2016,25628
L. Karius,0,0,0,0,0,0,0,2,4,90,0,0,0,0,4,0,0,goalkeeper,Liverpool,away,Crystal Palace,10/29/2016,25628
Alberto Moreno,6,0,0,0,2,0,1,0,0,90,0,0,0,1,0,4,0,defender,Liverpool,away,Crystal Palace,10/29/2016,25628
D. Lovren,7,0,0,0,1,1,0,0,0,90,0,0,0,1,0,1,0,defender,Liverpool,away,Crystal Palace,10/29/2016,25628
J. Matip,3,0,0,0,2,1,0,0,0,90,0,0,0,1,0,0,0,defender,Liverpool,away,Crystal Palace,10/29/2016,25628
N. Clyne,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Liverpool,away,Crystal Palace,10/29/2016,25628
A. Lallana,0,0,0,0,0,0,0,0,0,76,27,0,0,1,0,0,0,midfielder,Liverpool,away,Crystal Palace,10/29/2016,25628
E. Can,0,0,1,0,1,1,0,0,0,90,62,0,0,1,0,0,1,midfielder,Liverpool,away,Crystal Palace,10/29/2016,25628
J. Henderson,0,0,1,0,0,0,1,0,0,90,65,0,0,0,0,0,0,midfielder,Liverpool,away,Crystal Palace,10/29/2016,25628
P. Coutinho,0,3,0,0,2,0,2,0,0,89,43,0,0,4,0,0,0,forward,Liverpool,away,Crystal Palace,10/29/2016,25628
Roberto Firmino,0,0,3,0,1,1,0,0,0,90,35,0,0,3,0,0,1,forward,Liverpool,away,Crystal Palace,10/29/2016,25628
S. Mané,0,0,0,0,3,0,0,0,0,89,40,0,0,3,0,0,0,forward,Liverpool,away,Crystal Palace,10/29/2016,25628
A. Lennon,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Everton,home,West Ham United,10/30/2016,39574
P. Jagielka,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,substitute,Everton,home,West Ham United,10/30/2016,39574
T. Cleverley,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,substitute,Everton,home,West Ham United,10/30/2016,39574
J. Robles,0,0,0,0,0,0,0,0,13,90,0,0,0,0,3,0,0,goalkeeper,Everton,home,West Ham United,10/30/2016,39574
A. Williams,8,0,2,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Everton,home,West Ham United,10/30/2016,39574
B. Oviedo,2,0,3,0,1,0,0,0,0,90,0,0,0,0,0,3,1,defender,Everton,home,West Ham United,10/30/2016,39574
R. Funes Mori,4,0,0,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Everton,home,West Ham United,10/30/2016,39574
S. Coleman,1,0,0,0,1,0,0,0,0,90,0,0,0,1,0,3,0,defender,Everton,home,West Ham United,10/30/2016,39574
G. Barry,0,0,2,0,1,0,0,0,0,90,52,0,0,1,0,0,0,midfielder,Everton,home,West Ham United,10/30/2016,39574
I. Gueye,0,0,3,0,1,0,0,0,0,90,60,0,0,0,0,0,1,midfielder,Everton,home,West Ham United,10/30/2016,39574
K. Mirallas,0,6,1,0,0,0,0,0,0,72,16,0,0,0,0,0,0,midfielder,Everton,home,West Ham United,10/30/2016,39574
R. Barkley,0,1,1,0,1,1,0,0,0,87,36,0,0,3,0,0,0,midfielder,Everton,home,West Ham United,10/30/2016,39574
Y. Bolasie,0,0,1,0,3,0,1,0,0,83,21,0,0,0,0,0,0,midfielder,Everton,home,West Ham United,10/30/2016,39574
R. Lukaku,0,0,1,1,1,1,1,0,0,90,27,0,0,3,0,0,0,forward,Everton,home,West Ham United,10/30/2016,39574
André Ayew,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,substitute,West Ham United,away,Everton,10/30/2016,39574
S. Feghouli,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,substitute,West Ham United,away,Everton,10/30/2016,39574
S. Zaza,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,substitute,West Ham United,away,Everton,10/30/2016,39574
Adrián,0,0,0,0,0,0,0,2,6,90,0,0,0,0,4,0,0,goalkeeper,West Ham United,away,Everton,10/30/2016,39574
A. Ogbonna,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,West Ham United,away,Everton,10/30/2016,39574
C. Kouyaté,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,West Ham United,away,Everton,10/30/2016,39574
W. Reid,6,0,2,0,5,0,0,0,0,90,0,0,0,0,0,2,1,defender,West Ham United,away,Everton,10/30/2016,39574
A. Cresswell,0,0,0,0,0,0,0,0,0,90,41,0,0,0,0,0,0,midfielder,West Ham United,away,Everton,10/30/2016,39574
E. Fernandes,0,0,0,0,1,0,0,0,0,71,23,0,0,0,0,0,0,midfielder,West Ham United,away,Everton,10/30/2016,39574
M. Noble,0,0,0,0,0,0,0,0,0,90,55,0,0,1,0,0,0,midfielder,West Ham United,away,Everton,10/30/2016,39574
P. Obiang,0,0,1,0,3,0,0,0,0,60,27,0,0,1,0,0,1,midfielder,West Ham United,away,Everton,10/30/2016,39574
D. Payet,0,7,2,2,0,0,0,0,0,90,38,0,0,1,0,0,0,forward,West Ham United,away,Everton,10/30/2016,39574
M. Antonio,0,0,3,0,4,0,0,0,0,90,22,0,0,2,0,0,1,forward,West Ham United,away,Everton,10/30/2016,39574
M. Lanzini,0,0,1,0,1,0,0,0,0,78,33,0,0,2,0,0,0,forward,West Ham United,away,Everton,10/30/2016,39574
P. Højbjerg,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,substitute,Southampton,home,Chelsea,10/30/2016,31827
S. Boufal,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,substitute,Southampton,home,Chelsea,10/30/2016,31827
F. Forster,0,0,0,0,0,0,0,2,7,90,0,0,0,0,5,0,0,goalkeeper,Southampton,home,Chelsea,10/30/2016,31827
Cuco Martina,3,0,2,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Southampton,home,Chelsea,10/30/2016,31827
José Fonte,4,0,2,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Southampton,home,Chelsea,10/30/2016,31827
R. Bertrand,1,0,0,0,5,0,0,0,0,78,0,0,0,0,0,1,0,defender,Southampton,home,Chelsea,10/30/2016,31827
V. van Dijk,2,0,3,0,0,0,0,0,0,90,0,0,0,0,0,5,0,defender,Southampton,home,Chelsea,10/30/2016,31827
D. Tadic,0,3,0,1,2,0,0,0,0,78,23,0,0,1,0,0,0,midfielder,Southampton,home,Chelsea,10/30/2016,31827
J. Clasie,0,0,0,0,0,0,0,0,0,61,29,0,0,0,0,0,0,midfielder,Southampton,home,Chelsea,10/30/2016,31827
Oriol Romeu,0,0,3,0,2,0,0,0,0,90,51,0,0,1,0,0,0,midfielder,Southampton,home,Chelsea,10/30/2016,31827
Steven Davis,0,4,0,0,0,0,0,0,0,90,62,0,0,0,0,0,0,midfielder,Southampton,home,Chelsea,10/30/2016,31827
C. Austin,0,0,1,0,2,0,0,0,0,90,25,0,0,3,0,0,0,forward,Southampton,home,Chelsea,10/30/2016,31827
N. Redmond,0,0,2,0,2,0,0,0,0,90,37,0,0,0,0,0,0,forward,Southampton,home,Chelsea,10/30/2016,31827
B. Ivanovic,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Chelsea,away,Southampton,10/30/2016,31827
Michy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Chelsea,away,Southampton,10/30/2016,31827
Willian,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,substitute,Chelsea,away,Southampton,10/30/2016,31827
T. Courtois,0,0,0,0,0,0,0,0,9,90,0,0,0,0,1,0,0,goalkeeper,Chelsea,away,Southampton,10/30/2016,31827
C. Azpilicueta,7,0,1,0,0,0,0,0,0,90,0,0,0,0,0,9,0,defender,Chelsea,away,Southampton,10/30/2016,31827
David Luiz,6,0,1,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Chelsea,away,Southampton,10/30/2016,31827
G. Cahill,3,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Chelsea,away,Southampton,10/30/2016,31827
M. Alonso,0,0,2,0,2,0,0,0,0,90,42,0,0,1,0,0,0,midfielder,Chelsea,away,Southampton,10/30/2016,31827
N. Kanté,0,0,1,0,1,0,0,0,0,90,51,0,0,0,0,0,0,midfielder,Chelsea,away,Southampton,10/30/2016,31827
N. Matic,0,0,2,0,0,0,0,0,0,90,46,0,0,1,0,0,0,midfielder,Chelsea,away,Southampton,10/30/2016,31827
V. Moses,0,1,2,0,0,0,1,0,0,87,27,0,0,2,0,0,0,midfielder,Chelsea,away,Southampton,10/30/2016,31827
Diego Costa,0,0,1,0,3,1,0,0,0,89,18,0,0,3,0,0,0,forward,Chelsea,away,Southampton,10/30/2016,31827
E. Hazard,0,2,2,0,5,1,1,0,0,90,47,0,0,3,0,0,0,forward,Chelsea,away,Southampton,10/30/2016,31827
Pedro,0,0,3,0,0,0,0,0,0,78,24,0,0,0,0,0,0,forward,Chelsea,away,Southampton,10/30/2016,31827
J. Walters,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Stoke City,home,Swansea City,10/31/2016,26602
P. Crouch,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Stoke City,home,Swansea City,10/31/2016,26602
Ramadan Sobhi,0,0,1,0,2,0,0,0,0,64,0,0,0,0,0,0,0,substitute,Stoke City,home,Swansea City,10/31/2016,26602
L. Grant,0,0,0,0,0,0,0,1,8,90,0,0,0,0,5,0,0,goalkeeper,Stoke City,home,Swansea City,10/31/2016,26602
E. Pieters,0,0,2,0,4,0,0,0,0,90,0,0,0,1,0,4,1,defender,Stoke City,home,Swansea City,10/31/2016,26602
Martins Indi,2,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Stoke City,home,Swansea City,10/31/2016,26602
Phil Bardsley,1,0,0,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,Stoke City,home,Swansea City,10/31/2016,26602
R. Shawcross,7,0,0,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,Stoke City,home,Swansea City,10/31/2016,26602
C. Adam,0,3,0,0,0,0,0,0,0,90,46,0,0,3,0,0,0,midfielder,Stoke City,home,Swansea City,10/31/2016,26602
G. Whelan,0,0,0,0,0,0,0,0,0,90,42,0,0,0,0,0,0,midfielder,Stoke City,home,Swansea City,10/31/2016,26602
J. Allen,0,0,0,0,0,0,2,0,0,90,28,0,0,1,0,0,0,midfielder,Stoke City,home,Swansea City,10/31/2016,26602
M. Arnautovic,0,0,1,0,1,0,0,0,0,87,28,0,0,1,0,0,1,midfielder,Stoke City,home,Swansea City,10/31/2016,26602
X. Shaqiri,0,3,0,0,1,0,0,0,0,26,2,0,0,0,0,0,0,midfielder,Stoke City,home,Swansea City,10/31/2016,26602
W. Bony,0,0,2,0,2,2,0,0,0,79,31,0,0,4,0,0,0,forward,Stoke City,home,Swansea City,10/31/2016,26602
A. Rangel,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,substitute,Swansea City,away,Stoke City,10/31/2016,26602
Borja Bastón,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Swansea City,away,Stoke City,10/31/2016,26602
J. Cork,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Swansea City,away,Stoke City,10/31/2016,26602
L. Fabianski,0,0,0,0,0,0,0,3,12,90,0,0,0,0,2,0,0,goalkeeper,Swansea City,away,Stoke City,10/31/2016,26602
A. Mawson,11,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Swansea City,away,Stoke City,10/31/2016,26602
K. Naughton,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,defender,Swansea City,away,Stoke City,10/31/2016,26602
M. van der Hoorn,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Swansea City,away,Stoke City,10/31/2016,26602
N. Taylor,2,0,2,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,Swansea City,away,Stoke City,10/31/2016,26602
G. Sigurdsson,0,4,1,0,0,0,1,0,0,90,29,0,0,2,0,0,0,midfielder,Swansea City,away,Stoke City,10/31/2016,26602
Ki Sung-yueng,0,0,0,0,1,0,0,0,0,87,53,0,0,0,0,0,0,midfielder,Swansea City,away,Stoke City,10/31/2016,26602
L. Fer,0,0,2,0,2,0,0,0,0,90,47,0,0,2,0,0,0,midfielder,Swansea City,away,Stoke City,10/31/2016,26602
M. Barrow,0,0,2,0,0,0,0,0,0,62,5,0,0,1,0,0,0,midfielder,Swansea City,away,Stoke City,10/31/2016,26602
W. Routledge,0,0,2,0,1,1,0,0,0,90,18,0,0,2,0,0,0,midfielder,Swansea City,away,Stoke City,10/31/2016,26602
F. Llorente,0,0,3,0,1,0,0,0,0,90,36,0,0,1,0,0,0,forward,Swansea City,away,Stoke City,10/31/2016,26602
B. Afobe,0,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Bournemouth,home,Sunderland,11/5/2016,11084
L. Mousset,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Bournemouth,home,Sunderland,11/5/2016,11084
R. Fraser,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,substitute,Bournemouth,home,Sunderland,11/5/2016,11084
A. Boruc,0,0,0,0,0,0,0,2,2,90,0,0,0,0,2,0,0,goalkeeper,Bournemouth,home,Sunderland,11/5/2016,11084
Adam Smith,1,1,3,0,1,0,1,0,0,90,0,0,0,0,0,2,1,defender,Bournemouth,home,Sunderland,11/5/2016,11084
C. Daniels,4,2,0,0,2,0,0,0,0,90,0,0,0,0,0,3,0,defender,Bournemouth,home,Sunderland,11/5/2016,11084
S. Cook,6,0,0,0,0,0,0,0,0,90,0,0,0,1,0,1,0,defender,Bournemouth,home,Sunderland,11/5/2016,11084
S. Francis,6,0,1,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Bournemouth,home,Sunderland,11/5/2016,11084
D. Gosling,0,0,3,0,2,1,0,0,0,90,79,0,0,3,0,0,0,midfielder,Bournemouth,home,Sunderland,11/5/2016,11084
H. Arter,0,1,2,0,1,0,0,0,0,76,70,0,0,2,0,0,1,midfielder,Bournemouth,home,Sunderland,11/5/2016,11084
J. Ibe,0,0,0,0,1,0,0,0,0,45,9,0,0,0,0,0,0,midfielder,Bournemouth,home,Sunderland,11/5/2016,11084
J. Stanislas,0,3,0,1,1,0,0,0,0,82,41,0,0,4,0,0,0,midfielder,Bournemouth,home,Sunderland,11/5/2016,11084
J. Wilshere,0,0,0,0,3,0,0,0,0,90,52,0,0,2,0,0,0,midfielder,Bournemouth,home,Sunderland,11/5/2016,11084
J. King,0,2,3,0,2,0,0,0,0,90,22,0,0,2,0,0,1,forward,Bournemouth,home,Sunderland,11/5/2016,11084
D. Love,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Sunderland,away,Bournemouth,11/5/2016,11084
J. Denayer,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,substitute,Sunderland,away,Bournemouth,11/5/2016,11084
L. Gooch,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,substitute,Sunderland,away,Bournemouth,11/5/2016,11084
J. Pickford,0,0,0,0,0,0,0,1,15,90,0,0,0,0,6,0,0,goalkeeper,Sunderland,away,Bournemouth,11/5/2016,11084
B. Jones,3,0,3,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,Sunderland,away,Bournemouth,11/5/2016,11084
L. Koné,5,0,0,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,Sunderland,away,Bournemouth,11/5/2016,11084
P. Djilobodji,13,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Sunderland,away,Bournemouth,11/5/2016,11084
P. van Aanholt,2,1,1,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Sunderland,away,Bournemouth,11/5/2016,11084
D. Ndong,0,0,0,0,0,0,0,0,0,90,21,0,0,1,0,0,0,midfielder,Sunderland,away,Bournemouth,11/5/2016,11084
D. Watmore,0,0,1,0,0,0,0,0,0,89,12,0,0,1,0,0,0,midfielder,Sunderland,away,Bournemouth,11/5/2016,11084
Paddy McNair,0,0,1,0,2,0,0,0,0,72,17,0,0,0,0,0,0,midfielder,Sunderland,away,Bournemouth,11/5/2016,11084
S. Pienaar,0,1,3,0,2,0,0,0,0,59,29,0,1,0,0,0,0,midfielder,Sunderland,away,Bournemouth,11/5/2016,11084
V. Anichebe,0,0,5,0,5,1,0,0,0,90,30,0,0,1,0,0,1,midfielder,Sunderland,away,Bournemouth,11/5/2016,11084
J. Defoe,0,0,1,0,0,1,1,0,0,89,14,1,0,1,0,0,0,forward,Sunderland,away,Bournemouth,11/5/2016,11084
A. Barnes,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,substitute,Burnley,home,Crystal Palace,11/5/2016,19196
G. Boyd,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Burnley,home,Crystal Palace,11/5/2016,19196
J. Tarkowski,0,0,1,0,1,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Burnley,home,Crystal Palace,11/5/2016,19196
Tom Heaton,0,0,0,0,0,0,0,2,7,90,0,0,0,0,3,0,0,goalkeeper,Burnley,home,Crystal Palace,11/5/2016,19196
B. Mee,15,0,0,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,Burnley,home,Crystal Palace,11/5/2016,19196
J. Flanagan,5,0,2,0,1,0,0,0,0,90,0,0,0,0,0,6,0,defender,Burnley,home,Crystal Palace,11/5/2016,19196
M. Lowton,3,0,1,0,1,0,0,0,0,90,0,0,0,1,0,5,0,defender,Burnley,home,Crystal Palace,11/5/2016,19196
Michael Keane,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Burnley,home,Crystal Palace,11/5/2016,19196
D. Marney,0,0,1,0,2,0,0,0,0,90,37,0,0,1,0,0,1,midfielder,Burnley,home,Crystal Palace,11/5/2016,19196
J. Berg Gudmundsson,0,2,1,0,0,1,1,0,0,90,23,0,0,3,0,0,0,midfielder,Burnley,home,Crystal Palace,11/5/2016,19196
S. Arfield,0,0,1,0,0,0,0,0,0,65,25,0,0,0,0,0,0,midfielder,Burnley,home,Crystal Palace,11/5/2016,19196
S. Defour,0,2,1,0,2,0,0,0,0,74,33,0,0,0,0,0,0,midfielder,Burnley,home,Crystal Palace,11/5/2016,19196
Jeff Hendrick,0,0,2,0,2,0,0,0,0,86,21,0,0,1,0,0,0,forward,Burnley,home,Crystal Palace,11/5/2016,19196
S. Vokes,0,0,0,0,1,1,1,0,0,90,33,0,0,6,0,0,0,forward,Burnley,home,Crystal Palace,11/5/2016,19196
C. Wickham,0,0,2,0,0,1,0,0,0,31,0,0,0,0,0,0,0,substitute,Crystal Palace,away,Burnley,11/5/2016,19196
E. Fryers,0,0,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,substitute,Crystal Palace,away,Burnley,11/5/2016,19196
Joe Ledley,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Crystal Palace,away,Burnley,11/5/2016,19196
S. Mandanda,0,0,0,0,0,0,0,3,7,90,0,0,0,0,3,0,0,goalkeeper,Crystal Palace,away,Burnley,11/5/2016,19196
D. Delaney,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,1,defender,Crystal Palace,away,Burnley,11/5/2016,19196
J. Ward,1,0,0,0,1,0,0,0,0,90,0,0,0,1,0,1,0,defender,Crystal Palace,away,Burnley,11/5/2016,19196
M. Kelly,0,0,0,0,1,0,0,0,0,59,0,0,0,0,0,0,0,defender,Crystal Palace,away,Burnley,11/5/2016,19196
S. Dann,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Crystal Palace,away,Burnley,11/5/2016,19196
A. Townsend,0,0,0,0,0,0,0,0,0,90,35,0,0,3,0,0,0,midfielder,Crystal Palace,away,Burnley,11/5/2016,19196
J. McArthur,0,0,3,0,0,0,0,0,0,88,59,0,0,1,0,0,1,midfielder,Crystal Palace,away,Burnley,11/5/2016,19196
J. Puncheon,0,3,0,0,2,0,0,0,0,59,41,0,0,1,0,0,0,midfielder,Crystal Palace,away,Burnley,11/5/2016,19196
Wilfried Zaha,0,0,1,0,3,0,1,0,0,90,33,0,0,1,0,0,0,midfielder,Crystal Palace,away,Burnley,11/5/2016,19196
Y. Cabaye,0,4,1,0,2,0,0,0,0,90,60,0,0,1,0,0,0,midfielder,Crystal Palace,away,Burnley,11/5/2016,19196
C. Benteke,0,0,1,0,1,1,0,0,0,90,28,1,0,3,0,0,0,forward,Crystal Palace,away,Burnley,11/5/2016,19196
Aleix García,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Manchester City,home,Middlesbrough,11/5/2016,54294
K. Iheanacho,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Manchester City,home,Middlesbrough,11/5/2016,54294
Nolito,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Manchester City,home,Middlesbrough,11/5/2016,54294
C. Bravo,0,0,0,0,0,0,0,1,3,90,0,0,0,0,2,0,0,goalkeeper,Manchester City,home,Middlesbrough,11/5/2016,54294
A. Kolarov,4,0,0,0,1,0,0,0,0,90,0,0,0,2,0,2,0,defender,Manchester City,home,Middlesbrough,11/5/2016,54294
G. Clichy,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Manchester City,home,Middlesbrough,11/5/2016,54294
J. Stones,3,0,0,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,Manchester City,home,Middlesbrough,11/5/2016,54294
P. Zabaleta,1,0,1,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Manchester City,home,Middlesbrough,11/5/2016,54294
D. Silva,0,4,0,0,3,0,0,0,0,90,76,0,0,1,0,0,0,midfielder,Manchester City,home,Middlesbrough,11/5/2016,54294
Fernandinho,0,0,2,0,3,0,0,0,0,90,102,0,0,3,0,0,0,midfielder,Manchester City,home,Middlesbrough,11/5/2016,54294
I. Gündogan,0,0,1,0,1,0,0,0,0,75,42,0,0,2,0,0,0,midfielder,Manchester City,home,Middlesbrough,11/5/2016,54294
J. Navas,0,1,0,0,0,0,0,0,0,86,49,0,0,1,0,0,0,midfielder,Manchester City,home,Middlesbrough,11/5/2016,54294
K. De Bruyne,0,3,1,1,1,0,1,0,0,90,43,0,0,2,0,0,0,midfielder,Manchester City,home,Middlesbrough,11/5/2016,54294
S. Agüero,0,0,2,0,1,1,0,0,0,89,18,0,0,6,0,0,1,forward,Manchester City,home,Middlesbrough,11/5/2016,54294
C. Stuani,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Middlesbrough,away,Manchester City,11/5/2016,54294
V. Fischer,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,substitute,Middlesbrough,away,Manchester City,11/5/2016,54294
V. Valdés,0,0,0,0,0,0,0,1,13,90,0,0,0,0,6,0,0,goalkeeper,Middlesbrough,away,Manchester City,11/5/2016,54294
A. Barragán,8,0,2,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Middlesbrough,away,Manchester City,11/5/2016,54294
B. Gibson,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Middlesbrough,away,Manchester City,11/5/2016,54294
Calum Chambers,11,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Middlesbrough,away,Manchester City,11/5/2016,54294
G. Friend,5,0,0,0,0,0,1,0,0,90,0,0,0,0,0,5,0,defender,Middlesbrough,away,Manchester City,11/5/2016,54294
A. Clayton,0,1,2,0,1,0,0,0,0,90,27,0,0,0,0,0,1,midfielder,Middlesbrough,away,Manchester City,11/5/2016,54294
A. Forshaw,0,0,1,0,1,0,0,0,0,90,17,0,0,1,0,0,1,midfielder,Middlesbrough,away,Manchester City,11/5/2016,54294
A. Traoré,0,0,2,0,2,0,0,0,0,89,18,0,0,0,0,0,0,midfielder,Middlesbrough,away,Manchester City,11/5/2016,54294
M. de Roon,0,0,4,0,1,1,0,0,0,90,26,0,0,1,0,0,1,midfielder,Middlesbrough,away,Manchester City,11/5/2016,54294
S. Downing,0,1,0,0,0,0,0,0,0,78,16,0,0,1,0,0,0,midfielder,Middlesbrough,away,Manchester City,11/5/2016,54294
Á. Negredo,0,0,2,0,1,0,0,0,0,90,20,0,0,1,0,0,0,forward,Middlesbrough,away,Manchester City,11/5/2016,54294
A. Fletcher,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,substitute,West Ham United,home,Stoke City,11/5/2016,56970
E. Fernandes,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,1,substitute,West Ham United,home,Stoke City,11/5/2016,56970
S. Feghouli,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,West Ham United,home,Stoke City,11/5/2016,56970
Adrián,0,0,0,0,0,0,0,1,7,90,0,0,0,0,3,0,1,goalkeeper,West Ham United,home,Stoke City,11/5/2016,56970
A. Ogbonna,8,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,West Ham United,home,Stoke City,11/5/2016,56970
