player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
D. Perotti,0,0,0,0,0,2,0,0,0,33,0,2,0,0,0,0,0,substitute,Roma,home,Udinese,8/20/2016,0
F. Fazio,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,substitute,Roma,home,Udinese,8/20/2016,0
Juan Jesus,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,substitute,Roma,home,Udinese,8/20/2016,0
W. Szczesny,0,0,0,0,0,0,0,0,11,90,0,0,0,0,1,0,0,goalkeeper,Roma,home,Udinese,8/20/2016,0
Bruno Peres,2,0,4,0,1,0,0,0,0,90,0,0,0,3,0,1,0,defender,Roma,home,Udinese,8/20/2016,0
Emerson,2,1,0,0,1,0,0,0,0,76,0,0,0,0,0,1,0,defender,Roma,home,Udinese,8/20/2016,0
K. Manolas,5,0,0,0,1,0,0,0,0,80,0,0,0,2,0,2,0,defender,Roma,home,Udinese,8/20/2016,0
T. Vermaelen,4,0,1,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Roma,home,Udinese,8/20/2016,0
K. Strootman,0,0,0,0,1,0,0,0,0,90,72,0,0,0,0,0,0,midfielder,Roma,home,Udinese,8/20/2016,0
L. Paredes,0,4,0,0,2,0,0,0,0,89,56,0,0,0,0,0,0,midfielder,Roma,home,Udinese,8/20/2016,0
R. Nainggolan,0,0,1,0,1,0,1,0,0,90,46,0,0,3,0,0,0,midfielder,Roma,home,Udinese,8/20/2016,0
E. Dzeko,0,0,1,0,3,1,0,0,0,90,21,0,0,5,0,0,0,forward,Roma,home,Udinese,8/20/2016,0
M. Salah,0,5,1,0,3,1,0,0,0,90,40,0,0,4,0,0,0,forward,Roma,home,Udinese,8/20/2016,0
S. El Shaarawy,0,0,0,0,0,0,0,0,0,57,37,0,0,1,0,0,0,forward,Roma,home,Udinese,8/20/2016,0
A. Peñaranda,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,substitute,Udinese,away,Roma,8/20/2016,0
F. Lodi,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Udinese,away,Roma,8/20/2016,0
G. Angella,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,substitute,Udinese,away,Roma,8/20/2016,0
O. Karnezis,0,0,0,0,0,0,0,4,18,90,0,0,0,0,5,0,0,goalkeeper,Udinese,away,Roma,8/20/2016,0
Danilo,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,1,defender,Udinese,away,Roma,8/20/2016,0
Samir,3,0,2,0,3,0,0,0,0,90,0,0,0,0,0,1,1,defender,Udinese,away,Roma,8/20/2016,0
T. Heurtaux,2,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,defender,Udinese,away,Roma,8/20/2016,0
Ali Adnan,0,0,2,0,1,0,0,0,0,90,10,0,0,0,0,0,0,midfielder,Udinese,away,Roma,8/20/2016,0
E. Badu,0,0,2,0,1,0,0,0,0,90,23,0,0,0,0,0,0,midfielder,Udinese,away,Roma,8/20/2016,0
E. Hallfredsson,0,1,3,0,0,0,0,0,0,90,18,0,0,1,0,0,0,midfielder,Udinese,away,Roma,8/20/2016,0
S. Fofana,0,0,2,0,0,0,0,0,0,79,16,0,0,0,0,0,0,midfielder,Udinese,away,Roma,8/20/2016,0
S. Widmer,0,0,0,0,1,0,0,0,0,90,16,0,0,0,0,0,0,midfielder,Udinese,away,Roma,8/20/2016,0
D. Zapata,0,0,2,0,1,0,0,0,0,90,19,0,0,1,0,0,0,forward,Udinese,away,Roma,8/20/2016,0
R. de Paul,0,3,0,0,0,0,0,0,0,68,13,0,0,2,0,0,0,forward,Udinese,away,Roma,8/20/2016,0
G. Higuaín,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,substitute,Juventus,home,Fiorentina,8/20/2016,0
Hernanes,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Juventus,home,Fiorentina,8/20/2016,0
P. Evra,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Juventus,home,Fiorentina,8/20/2016,0
G. Buffon,0,0,0,0,0,0,0,1,6,90,0,0,0,0,0,0,0,goalkeeper,Juventus,home,Fiorentina,8/20/2016,0
A. Barzagli,2,0,1,0,2,0,0,0,0,90,0,0,0,0,0,1,1,defender,Juventus,home,Fiorentina,8/20/2016,0
G. Chiellini,2,0,2,0,1,0,1,0,0,90,0,0,0,0,0,0,0,defender,Juventus,home,Fiorentina,8/20/2016,0
L. Bonucci,1,0,1,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Juventus,home,Fiorentina,8/20/2016,0
Alex Sandro,0,0,0,0,1,0,0,0,0,90,58,0,0,1,0,0,0,midfielder,Juventus,home,Fiorentina,8/20/2016,0
Dani Alves,0,0,2,0,0,0,0,0,0,90,68,0,0,0,0,0,0,midfielder,Juventus,home,Fiorentina,8/20/2016,0
K. Asamoah,0,0,2,0,6,0,0,0,0,90,43,0,0,1,0,0,0,midfielder,Juventus,home,Fiorentina,8/20/2016,0
M. Lemina,0,0,1,0,2,0,0,0,0,90,37,0,0,3,0,0,0,midfielder,Juventus,home,Fiorentina,8/20/2016,0
S. Khedira,0,0,0,0,2,1,0,0,0,88,34,0,0,2,0,0,0,midfielder,Juventus,home,Fiorentina,8/20/2016,0
M. Mandzukic,0,0,0,0,0,0,0,0,0,66,11,0,0,1,0,0,0,forward,Juventus,home,Fiorentina,8/20/2016,0
P. Dybala,0,2,1,1,1,0,0,0,0,85,53,0,0,4,0,0,0,forward,Juventus,home,Fiorentina,8/20/2016,0
C. Sánchez,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Fiorentina,away,Juventus,8/20/2016,0
C. Tello,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Fiorentina,away,Juventus,8/20/2016,0
G. Rossi,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,substitute,Fiorentina,away,Juventus,8/20/2016,0
C. Tatarusanu,0,0,0,0,0,0,0,2,10,90,0,0,0,0,2,0,0,goalkeeper,Fiorentina,away,Juventus,8/20/2016,0
D. Astori,4,0,1,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Fiorentina,away,Juventus,8/20/2016,0
G. Rodríguez,6,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Fiorentina,away,Juventus,8/20/2016,0
N. Tomovic,4,0,3,0,0,0,0,0,0,90,0,0,0,0,0,0,1,defender,Fiorentina,away,Juventus,8/20/2016,0
F. Bernardeschi,0,0,1,0,2,0,0,0,0,90,26,0,0,0,0,0,0,midfielder,Fiorentina,away,Juventus,8/20/2016,0
M. Alonso,0,0,2,0,2,0,0,0,0,90,36,0,0,0,0,0,0,midfielder,Fiorentina,away,Juventus,8/20/2016,0
M. Badelj,0,0,1,0,0,0,0,0,0,65,39,0,0,0,0,0,0,midfielder,Fiorentina,away,Juventus,8/20/2016,0
M. Vecino,0,0,3,0,1,0,0,0,0,90,81,0,0,1,0,0,1,midfielder,Fiorentina,away,Juventus,8/20/2016,0
F. Chiesa,0,0,1,0,0,0,0,0,0,45,17,0,0,0,0,0,0,forward,Fiorentina,away,Juventus,8/20/2016,0
J. Ilicic,0,1,0,0,1,0,1,0,0,80,39,0,0,0,0,0,0,forward,Fiorentina,away,Juventus,8/20/2016,0
Nikola Kalinic,0,0,2,0,3,1,0,0,0,90,21,0,0,1,0,0,1,forward,Fiorentina,away,Juventus,8/20/2016,0
A. Bertolacci,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,substitute,Milan,home,Torino,8/21/2016,0
Luiz Adriano,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,substitute,Milan,home,Torino,8/21/2016,0
G. Donnarumma,0,0,0,0,0,0,0,2,13,90,0,0,0,0,2,0,0,goalkeeper,Milan,home,Torino,8/21/2016,0
A. Romagnoli,5,0,0,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Milan,home,Torino,8/21/2016,0
G. Paletta,5,0,2,0,1,0,0,0,0,89,0,0,1,0,0,0,0,defender,Milan,home,Torino,8/21/2016,0
I. Abate,1,0,0,0,1,0,1,0,0,90,0,0,0,0,0,4,0,defender,Milan,home,Torino,8/21/2016,0
L. Antonelli,4,0,2,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Milan,home,Torino,8/21/2016,0
G. Bonaventura,0,4,0,0,3,0,0,0,0,73,32,0,0,0,0,0,0,midfielder,Milan,home,Torino,8/21/2016,0
J. Kucka,0,0,3,0,5,0,0,0,0,90,33,0,0,0,0,0,0,midfielder,Milan,home,Torino,8/21/2016,0
R. Montolivo,0,0,2,0,1,0,0,0,0,90,39,0,0,0,0,0,0,midfielder,Milan,home,Torino,8/21/2016,0
C. Bacca,0,0,1,0,1,3,0,0,0,87,13,1,0,4,0,0,0,forward,Milan,home,Torino,8/21/2016,0
M. Niang,0,2,0,0,3,0,1,0,0,90,21,0,0,2,0,0,0,forward,Milan,home,Torino,8/21/2016,0
Suso,0,4,0,0,2,0,0,0,0,90,15,0,0,1,0,0,0,forward,Milan,home,Torino,8/21/2016,0
D. Baselli,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,substitute,Torino,away,Milan,8/21/2016,0
L. Boyé,0,0,2,0,1,0,0,0,0,62,0,0,0,0,0,0,0,substitute,Torino,away,Milan,8/21/2016,0
M. López,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,substitute,Torino,away,Milan,8/21/2016,0
D. Padelli,0,0,0,0,0,0,0,3,3,90,0,0,0,0,2,0,0,goalkeeper,Torino,away,Milan,8/21/2016,0
C. Molinaro,1,0,1,0,1,0,1,0,0,90,0,0,0,0,0,0,0,defender,Torino,away,Milan,8/21/2016,0
E. Moretti,4,0,1,0,2,0,0,0,0,90,0,0,0,0,0,2,0,defender,Torino,away,Milan,8/21/2016,0
L. De Silvestri,3,0,3,0,1,0,1,0,0,90,0,0,0,0,0,1,0,defender,Torino,away,Milan,8/21/2016,0
L. Rossettini,7,0,2,0,0,0,0,0,0,90,0,0,0,0,0,3,1,defender,Torino,away,Milan,8/21/2016,0
A. Acquah,0,0,3,0,0,0,0,0,0,90,42,0,0,0,0,0,0,midfielder,Torino,away,Milan,8/21/2016,0
G. Vives,0,0,0,0,0,0,0,0,0,58,16,0,0,1,0,0,0,midfielder,Torino,away,Milan,8/21/2016,0
J. Obi,0,0,4,0,4,0,0,0,0,69,23,0,0,1,0,0,1,midfielder,Torino,away,Milan,8/21/2016,0
A. Belotti,0,0,1,0,3,1,0,0,0,90,19,0,0,3,0,0,0,forward,Torino,away,Milan,8/21/2016,0
A. Ljajic,0,2,0,0,0,0,0,0,0,28,8,0,0,1,0,0,0,forward,Torino,away,Milan,8/21/2016,0
J. Martínez,0,8,2,1,1,0,0,0,0,90,19,0,0,2,0,0,1,forward,Torino,away,Milan,8/21/2016,0
A. Petagna,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,substitute,Atalanta,home,Lazio,8/21/2016,0
M. D'Alessandro,0,0,0,0,1,0,0,0,0,47,0,0,0,0,0,0,0,substitute,Atalanta,home,Lazio,8/21/2016,0
R. Gagliardini,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Atalanta,home,Lazio,8/21/2016,0
M. Sportiello,0,0,0,0,0,0,0,4,7,90,0,0,0,0,2,0,0,goalkeeper,Atalanta,home,Lazio,8/21/2016,0
C. Raimondi,0,0,1,0,1,0,0,0,0,90,0,0,0,1,0,0,1,defender,Atalanta,home,Lazio,8/21/2016,0
E. Zukanovic,3,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,defender,Atalanta,home,Lazio,8/21/2016,0
R. Toloi,4,0,3,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,Atalanta,home,Lazio,8/21/2016,0
A. Conti,0,0,0,0,1,0,2,0,0,90,65,0,0,1,0,0,1,midfielder,Atalanta,home,Lazio,8/21/2016,0
B. Dramé,0,0,0,0,0,0,0,0,0,43,15,0,0,0,0,0,0,midfielder,Atalanta,home,Lazio,8/21/2016,0
Franck Kessié,0,0,1,0,3,2,0,0,0,90,73,0,0,3,0,0,0,midfielder,Atalanta,home,Lazio,8/21/2016,0
J. Kurtic,0,0,0,0,1,0,0,0,0,86,69,0,0,3,0,0,0,midfielder,Atalanta,home,Lazio,8/21/2016,0
A. Gomez,0,7,0,0,5,0,0,0,0,90,59,0,0,1,0,0,0,forward,Atalanta,home,Lazio,8/21/2016,0
A. Paloschi,0,0,0,0,2,0,0,0,0,90,31,0,0,1,0,0,0,forward,Atalanta,home,Lazio,8/21/2016,0
L. Spinazzola,0,0,0,0,1,0,0,0,0,90,58,0,0,1,0,0,0,forward,Atalanta,home,Lazio,8/21/2016,0
D. Cataldi,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,substitute,Lazio,away,Atalanta,8/21/2016,0
F. Djordjevic,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Lazio,away,Atalanta,8/21/2016,0
Wallace,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Lazio,away,Atalanta,8/21/2016,0
F. Marchetti,0,0,0,0,0,0,0,3,9,90,0,0,0,0,3,0,0,goalkeeper,Lazio,away,Atalanta,8/21/2016,0
D. Basta,3,0,0,0,0,0,1,0,0,90,0,0,0,0,0,2,0,defender,Lazio,away,Atalanta,8/21/2016,0
Jordan Lukaku,5,0,2,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,Lazio,away,Atalanta,8/21/2016,0
S. de Vrij,2,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Lazio,away,Atalanta,8/21/2016,0
W. Hoedt,9,0,3,0,0,1,0,0,0,90,0,0,0,1,0,2,0,defender,Lazio,away,Atalanta,8/21/2016,0
L. Biglia,0,0,3,0,1,0,1,0,0,90,38,0,0,0,0,0,0,midfielder,Lazio,away,Atalanta,8/21/2016,0
M. Parolo,0,0,1,0,0,0,0,0,0,90,22,0,0,0,0,0,0,midfielder,Lazio,away,Atalanta,8/21/2016,0
S. Milinkovic-Savic,0,0,1,0,0,0,1,0,0,87,30,0,0,1,0,0,0,midfielder,Lazio,away,Atalanta,8/21/2016,0
C. Immobile,0,0,4,0,2,1,0,0,0,90,19,0,0,4,0,0,1,forward,Lazio,away,Atalanta,8/21/2016,0
C. Lombardi,0,0,0,0,2,1,0,0,0,70,18,0,0,1,0,0,0,forward,Lazio,away,Atalanta,8/21/2016,0
R. Kishna,0,1,0,0,0,0,0,0,0,65,13,0,0,1,0,0,0,forward,Lazio,away,Atalanta,8/21/2016,0
B. Dzemaili,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Bologna,home,Crotone,8/21/2016,0
L. Rizzo,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,substitute,Bologna,home,Crotone,8/21/2016,0
M. Oikonomou,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,substitute,Bologna,home,Crotone,8/21/2016,0
A. Mirante,0,0,0,0,0,0,0,0,7,90,0,0,0,0,0,0,0,goalkeeper,Bologna,home,Crotone,8/21/2016,0
A. Masina,4,0,0,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Bologna,home,Crotone,8/21/2016,0
D. Gastaldello,4,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Bologna,home,Crotone,8/21/2016,0
D. Maietta,3,0,0,0,0,0,0,0,0,55,0,0,0,0,0,2,0,defender,Bologna,home,Crotone,8/21/2016,0
E. Krafth,3,0,0,0,3,0,0,0,0,90,0,0,0,0,0,1,0,defender,Bologna,home,Crotone,8/21/2016,0
E. Pulgar,0,0,3,0,1,0,0,0,0,90,63,0,0,1,0,0,1,midfielder,Bologna,home,Crotone,8/21/2016,0
S. Taïder,0,0,0,0,3,0,0,0,0,90,45,0,0,2,0,0,0,midfielder,Bologna,home,Crotone,8/21/2016,0
Á. Nagy,0,0,0,0,1,0,0,0,0,79,23,0,0,2,0,0,0,midfielder,Bologna,home,Crotone,8/21/2016,0
L. Krejci,0,5,1,0,2,0,0,0,0,90,16,0,0,2,0,0,0,forward,Bologna,home,Crotone,8/21/2016,0
M. Destro,0,0,1,0,1,1,0,0,0,90,18,0,0,5,0,0,0,forward,Bologna,home,Crotone,8/21/2016,0
S. Verdi,0,0,2,0,1,0,0,0,0,56,27,0,0,0,0,0,0,forward,Bologna,home,Crotone,8/21/2016,0
N. Fazzi,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,substitute,Crotone,away,Bologna,8/21/2016,0
P. De Giorgio,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Crotone,away,Bologna,8/21/2016,0
A. Cordaz,0,0,0,0,0,0,0,1,11,90,0,0,0,0,5,0,0,goalkeeper,Crotone,away,Bologna,8/21/2016,0
Claiton,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Crotone,away,Bologna,8/21/2016,0
F. Ceccherini,8,0,2,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Crotone,away,Bologna,8/21/2016,0
G. Ferrari,3,0,4,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Crotone,away,Bologna,8/21/2016,0
A. Salzano,0,1,0,0,1,0,0,0,0,90,69,0,0,0,0,0,0,midfielder,Crotone,away,Bologna,8/21/2016,0
B. Martella,0,0,0,0,0,0,0,0,0,84,34,0,0,0,0,0,0,midfielder,Crotone,away,Bologna,8/21/2016,0
M. Sampirisi,0,0,0,0,0,0,0,0,0,90,25,0,0,0,0,0,0,midfielder,Crotone,away,Bologna,8/21/2016,0
Marcus Rohdén,0,2,3,0,2,0,0,0,0,90,46,0,0,1,0,0,1,midfielder,Crotone,away,Bologna,8/21/2016,0
A. Stoian,0,0,0,0,1,0,0,0,0,81,29,0,0,0,0,0,0,forward,Crotone,away,Bologna,8/21/2016,0
R. Palladino,0,0,2,0,1,0,0,0,0,90,42,0,0,1,0,0,0,forward,Crotone,away,Bologna,8/21/2016,0
Simy,0,0,4,0,1,0,0,0,0,90,14,0,0,1,0,0,0,forward,Crotone,away,Bologna,8/21/2016,0
Nicola Rigoni,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,substitute,Chievo,home,Internazionale,8/21/2016,0
S. Pellissier,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Chievo,home,Internazionale,8/21/2016,0
V. Parigini,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Chievo,home,Internazionale,8/21/2016,0
S. Sorrentino,0,0,0,0,0,0,0,0,9,90,0,0,0,0,3,0,0,goalkeeper,Chievo,home,Internazionale,8/21/2016,0
B. Cesar,1,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Chievo,home,Internazionale,8/21/2016,0
D. Dainelli,5,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Chievo,home,Internazionale,8/21/2016,0
F. Cacciatore,1,0,1,0,1,0,1,0,0,90,0,0,0,0,0,2,0,defender,Chievo,home,Internazionale,8/21/2016,0
M. Gobbi,3,0,0,0,2,0,0,0,0,90,0,0,0,1,0,2,0,defender,Chievo,home,Internazionale,8/21/2016,0
I. Radovanovic,0,0,2,0,1,0,0,0,0,90,35,0,0,0,0,0,1,midfielder,Chievo,home,Internazionale,8/21/2016,0
L. Castro,0,0,0,0,1,0,0,0,0,62,17,0,0,2,0,0,0,midfielder,Chievo,home,Internazionale,8/21/2016,0
P. Hetemaj,0,1,3,0,2,0,0,0,0,90,35,0,0,0,0,0,0,midfielder,Chievo,home,Internazionale,8/21/2016,0
V. Birsa,0,3,0,1,0,2,0,0,0,86,30,0,0,3,0,0,0,midfielder,Chievo,home,Internazionale,8/21/2016,0
R. Inglese,0,0,2,0,3,0,0,0,0,90,14,0,0,2,0,0,0,forward,Chievo,home,Internazionale,8/21/2016,0
R. Meggiorini,0,0,4,0,2,0,0,0,0,77,17,0,0,1,0,0,1,forward,Chievo,home,Internazionale,8/21/2016,0
I. Perisic,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,substitute,Internazionale,away,Chievo,8/21/2016,0
M. Brozovic,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,substitute,Internazionale,away,Chievo,8/21/2016,0
R. Palacio,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Internazionale,away,Chievo,8/21/2016,0
S. Handanovic,0,0,0,0,0,0,0,2,8,90,0,0,0,0,2,0,0,goalkeeper,Internazionale,away,Chievo,8/21/2016,0
A. Ranocchia,2,0,3,0,0,0,0,0,0,90,0,0,0,2,0,5,0,defender,Internazionale,away,Chievo,8/21/2016,0
D. D'Ambrosio,1,0,3,0,3,0,0,0,0,90,0,0,0,0,0,1,1,defender,Internazionale,away,Chievo,8/21/2016,0
Miranda,4,0,1,0,1,0,0,0,0,90,0,0,0,2,0,2,0,defender,Internazionale,away,Chievo,8/21/2016,0
Y. Nagatomo,0,0,1,0,1,0,0,0,0,90,0,0,0,0,0,3,0,defender,Internazionale,away,Chievo,8/21/2016,0
A. Candreva,0,0,0,0,0,0,0,0,0,60,43,0,0,2,0,0,0,midfielder,Internazionale,away,Chievo,8/21/2016,0
G. Kondogbia,0,0,3,0,4,0,0,0,0,90,55,0,0,2,0,0,1,midfielder,Internazionale,away,Chievo,8/21/2016,0
G. Medel,0,0,0,0,1,0,0,0,0,90,73,0,0,0,0,0,1,midfielder,Internazionale,away,Chievo,8/21/2016,0
É. Banega,0,5,0,0,1,0,0,0,0,70,61,0,0,0,0,0,0,midfielder,Internazionale,away,Chievo,8/21/2016,0
Éder,0,0,1,1,2,0,0,0,0,75,19,0,0,2,0,0,0,midfielder,Internazionale,away,Chievo,8/21/2016,0
M. Icardi,0,0,0,0,1,0,0,0,0,90,14,0,0,0,0,0,0,forward,Internazionale,away,Chievo,8/21/2016,0
A. Gilardino,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Empoli,home,Sampdoria,8/21/2016,0
D. Croce,0,0,2,0,6,0,0,0,0,30,0,0,0,0,0,0,0,substitute,Empoli,home,Sampdoria,8/21/2016,0
R. Krunic,0,0,2,0,1,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Empoli,home,Sampdoria,8/21/2016,0
A. Pelagotti,0,0,0,0,0,0,0,1,9,90,0,0,0,0,4,0,1,goalkeeper,Empoli,home,Sampdoria,8/21/2016,0
A. Costa,6,0,0,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Empoli,home,Sampdoria,8/21/2016,0
M. Pasqual,4,1,1,0,2,0,0,0,0,90,0,0,0,0,0,0,0,defender,Empoli,home,Sampdoria,8/21/2016,0
U. Cosic,1,0,0,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Empoli,home,Sampdoria,8/21/2016,0
V. Laurini,3,0,0,0,8,0,0,0,0,90,0,0,0,0,0,4,0,defender,Empoli,home,Sampdoria,8/21/2016,0
A. Tello,0,0,2,0,1,0,0,0,0,45,22,0,0,0,0,0,0,midfielder,Empoli,home,Sampdoria,8/21/2016,0
Marcel Büchel,0,1,3,0,2,0,0,0,0,81,50,0,0,0,0,0,1,midfielder,Empoli,home,Sampdoria,8/21/2016,0
R. Maiello,0,0,1,0,0,0,0,0,0,60,44,0,0,0,0,0,0,midfielder,Empoli,home,Sampdoria,8/21/2016,0
R. Saponara,0,0,4,0,3,0,0,0,0,90,26,0,0,1,0,0,1,midfielder,Empoli,home,Sampdoria,8/21/2016,0
M. Maccarone,0,0,2,0,3,0,0,0,0,84,18,0,1,4,0,0,0,forward,Empoli,home,Sampdoria,8/21/2016,0
M. Pucciarelli,0,0,0,0,2,0,0,0,0,90,17,0,0,1,0,0,0,forward,Empoli,home,Sampdoria,8/21/2016,0
A. Budimir,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Sampdoria,away,Empoli,8/21/2016,0
M. Eramo,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Sampdoria,away,Empoli,8/21/2016,0
P. Schick,0,0,2,0,2,0,0,0,0,29,0,0,0,0,0,0,0,substitute,Sampdoria,away,Empoli,8/21/2016,0
E. Viviano,0,0,0,0,0,0,0,0,6,90,0,0,0,0,3,0,1,goalkeeper,Sampdoria,away,Empoli,8/21/2016,0
D. Pavlovic,2,0,3,0,1,0,0,0,0,90,0,0,0,0,0,0,1,defender,Sampdoria,away,Empoli,8/21/2016,0
J. Sala,1,0,0,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Sampdoria,away,Empoli,8/21/2016,0
M. Silvestre,3,0,2,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Sampdoria,away,Empoli,8/21/2016,0
V. Regini,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Sampdoria,away,Empoli,8/21/2016,0
E. Barreto,0,0,3,0,5,0,0,0,0,86,49,0,0,1,0,0,1,midfielder,Sampdoria,away,Empoli,8/21/2016,0
K. Linetty,0,0,5,0,1,0,0,0,0,90,48,0,0,0,0,0,1,midfielder,Sampdoria,away,Empoli,8/21/2016,0
L. Torreira,0,1,6,0,3,0,0,0,0,90,45,0,0,0,0,0,0,midfielder,Sampdoria,away,Empoli,8/21/2016,0
R. Álvarez,0,4,2,1,2,0,1,0,0,61,33,0,0,3,0,0,0,midfielder,Sampdoria,away,Empoli,8/21/2016,0
F. Quagliarella,0,0,5,0,2,0,0,0,0,90,31,0,0,2,0,0,0,forward,Sampdoria,away,Empoli,8/21/2016,0
L. Muriel,0,0,1,0,0,1,0,0,0,75,21,0,0,3,0,0,0,forward,Sampdoria,away,Empoli,8/21/2016,0
Luca Rigoni,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,substitute,Genoa,home,Cagliari,8/21/2016,0
Olivier Ntcham,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,substitute,Genoa,home,Cagliari,8/21/2016,0
R. Fiamozzi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,substitute,Genoa,home,Cagliari,8/21/2016,0
E. Lamanna,0,0,0,0,0,0,0,1,1,90,0,0,0,0,2,0,0,goalkeeper,Genoa,home,Cagliari,8/21/2016,0
A. Izzo,2,0,3,0,3,0,0,0,0,90,0,0,0,0,0,1,1,defender,Genoa,home,Cagliari,8/21/2016,0
N. Burdisso,5,0,2,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,Genoa,home,Cagliari,8/21/2016,0
S. Gentiletti,2,0,0,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Genoa,home,Cagliari,8/21/2016,0
D. Laxalt,0,0,2,0,1,1,0,0,0,90,56,0,0,2,0,0,0,midfielder,Genoa,home,Cagliari,8/21/2016,0
D. Lazovic,0,0,0,0,0,0,1,0,0,89,34,0,0,1,0,0,0,midfielder,Genoa,home,Cagliari,8/21/2016,0
M. Veloso,0,6,3,1,0,0,1,0,0,90,84,0,0,0,0,0,1,midfielder,Genoa,home,Cagliari,8/21/2016,0
T. Rincón,0,0,1,0,3,0,1,0,0,90,55,0,0,1,0,0,0,midfielder,Genoa,home,Cagliari,8/21/2016,0
G. Pandev,0,0,0,0,0,0,0,0,0,62,13,0,0,2,0,0,0,forward,Genoa,home,Cagliari,8/21/2016,0
L. Ocampos,0,0,0,0,1,0,0,0,0,83,28,0,0,4,0,0,0,forward,Genoa,home,Cagliari,8/21/2016,0
