player,CLR,COR,FC,FK,FS,G,GA,GC,GK,MINS,PAS,PEN,R,S,SAV,TA,Y,position,team,field,opponent,kickoff,attendance
G. Danic,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,0,0,substitute,Bastia,home,Paris Saint Germain,8/12/2016,13122
Thievy,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Bastia,home,Paris Saint Germain,8/12/2016,13122
J. Leca,0,0,0,0,0,0,0,1,10,90,0,0,0,0,5,0,1,goalkeeper,Bastia,home,Paris Saint Germain,8/12/2016,13122
A. Djiku,2,0,2,0,2,0,0,0,0,90,0,0,0,0,0,5,0,defender,Bastia,home,Paris Saint Germain,8/12/2016,13122
F. Marange,1,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Bastia,home,Paris Saint Germain,8/12/2016,13122
M. Peybernes,4,0,0,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Bastia,home,Paris Saint Germain,8/12/2016,13122
S. Squillaci,6,0,0,0,1,0,0,0,0,90,0,0,0,1,0,1,1,defender,Bastia,home,Paris Saint Germain,8/12/2016,13122
A. Saint-Maximin,0,0,0,0,1,0,0,0,0,90,22,0,0,1,0,0,0,midfielder,Bastia,home,Paris Saint Germain,8/12/2016,13122
Lassana Coulibaly,0,0,2,0,3,0,0,0,0,90,19,0,0,0,0,0,0,midfielder,Bastia,home,Paris Saint Germain,8/12/2016,13122
M. Mostefa,0,0,3,0,0,0,0,0,0,90,20,0,0,1,0,0,0,midfielder,Bastia,home,Paris Saint Germain,8/12/2016,13122
S. Diallo,0,0,0,1,1,0,0,0,0,58,14,0,0,4,0,0,0,midfielder,Bastia,home,Paris Saint Germain,8/12/2016,13122
Y. Cahuzac,0,0,2,0,1,0,0,0,0,90,25,0,0,0,0,0,1,midfielder,Bastia,home,Paris Saint Germain,8/12/2016,13122
E. Crivelli,0,0,3,0,3,0,0,0,0,81,11,0,0,1,0,0,0,forward,Bastia,home,Paris Saint Germain,8/12/2016,13122
B. Matuidi,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,1,substitute,Paris Saint Germain,away,Bastia,8/12/2016,13122
Jesé,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Paris Saint Germain,away,Bastia,8/12/2016,13122
M. Verratti,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Paris Saint Germain,away,Bastia,8/12/2016,13122
K. Trapp,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,goalkeeper,Paris Saint Germain,away,Bastia,8/12/2016,13122
David Luiz,1,0,2,0,1,0,0,0,0,90,0,0,0,1,0,0,0,defender,Paris Saint Germain,away,Bastia,8/12/2016,13122
L. Kurzawa,1,0,1,0,2,1,0,0,0,90,0,0,0,2,0,1,1,defender,Paris Saint Germain,away,Bastia,8/12/2016,13122
P. Kimpembe,3,0,1,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Paris Saint Germain,away,Bastia,8/12/2016,13122
S. Aurier,2,0,0,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,Paris Saint Germain,away,Bastia,8/12/2016,13122
A. Rabiot,0,0,2,0,3,0,0,0,0,90,59,0,0,0,0,0,0,midfielder,Paris Saint Germain,away,Bastia,8/12/2016,13122
J. Pastore,0,0,0,0,2,0,0,0,0,75,63,0,0,0,0,0,0,midfielder,Paris Saint Germain,away,Bastia,8/12/2016,13122
Lucas Moura,0,5,3,0,0,0,0,0,0,90,38,0,0,1,0,0,0,midfielder,Paris Saint Germain,away,Bastia,8/12/2016,13122
T. Motta,0,0,3,0,0,0,0,0,0,75,68,0,0,0,0,0,1,midfielder,Paris Saint Germain,away,Bastia,8/12/2016,13122
Á. Di María,0,1,0,0,1,0,0,0,0,90,52,0,0,3,0,0,0,midfielder,Paris Saint Germain,away,Bastia,8/12/2016,13122
H. Ben Arfa,0,0,2,0,3,0,0,0,0,65,17,0,0,0,0,0,0,forward,Paris Saint Germain,away,Bastia,8/12/2016,13122
Bernardo Silva,0,0,0,0,2,1,0,0,0,49,0,0,0,0,0,0,0,substitute,Monaco,home,Guingamp,8/12/2016,0
I. Cavaleiro,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,substitute,Monaco,home,Guingamp,8/12/2016,0
João Moutinho,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,substitute,Monaco,home,Guingamp,8/12/2016,0
D. Subasic,0,0,0,0,0,0,0,2,4,90,0,0,0,0,3,0,0,goalkeeper,Monaco,home,Guingamp,8/12/2016,0
B. Mendy,2,0,2,0,0,0,0,0,0,80,0,0,0,1,0,0,1,defender,Monaco,home,Guingamp,8/12/2016,0
D. Sidibe,2,0,1,0,3,0,0,0,0,90,0,0,0,1,0,2,0,defender,Monaco,home,Guingamp,8/12/2016,0
Jemerson,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Monaco,home,Guingamp,8/12/2016,0
K. Glik,3,0,2,0,0,0,0,0,0,90,0,0,0,1,0,1,0,defender,Monaco,home,Guingamp,8/12/2016,0
Fabinho,0,0,2,0,1,1,0,0,0,90,85,1,0,1,0,0,1,midfielder,Monaco,home,Guingamp,8/12/2016,0
N. Dirar,0,1,3,0,1,0,1,0,0,90,48,0,0,1,0,0,1,midfielder,Monaco,home,Guingamp,8/12/2016,0
T. Bakayoko,0,0,3,0,1,0,0,0,0,64,43,0,0,0,0,0,0,midfielder,Monaco,home,Guingamp,8/12/2016,0
T. Lemar,0,4,0,1,3,0,0,0,0,90,57,0,0,0,0,0,0,midfielder,Monaco,home,Guingamp,8/12/2016,0
G. Carrillo,0,0,0,0,0,0,0,0,0,90,20,0,0,3,0,0,0,forward,Monaco,home,Guingamp,8/12/2016,0
K. Mbappe,0,0,0,0,2,0,0,0,0,41,11,0,0,0,0,0,0,forward,Monaco,home,Guingamp,8/12/2016,0
A. Mane,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,substitute,Guingamp,away,Monaco,8/12/2016,0
L. Blas,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,0,substitute,Guingamp,away,Monaco,8/12/2016,0
T. Giresse,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,substitute,Guingamp,away,Monaco,8/12/2016,0
K. Johnsson,0,0,0,0,0,0,0,2,14,90,0,0,0,0,2,0,0,goalkeeper,Guingamp,away,Monaco,8/12/2016,0
B. Angoua,4,0,1,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Guingamp,away,Monaco,8/12/2016,0
C. Kerbrat,6,0,2,0,0,0,0,0,0,90,0,0,0,0,0,3,1,defender,Guingamp,away,Monaco,8/12/2016,0
J. Ikoko,2,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,Guingamp,away,Monaco,8/12/2016,0
J. Sorbon,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Guingamp,away,Monaco,8/12/2016,0
L. Deaux,0,0,3,0,1,0,1,0,0,90,29,0,0,1,0,0,0,midfielder,Guingamp,away,Monaco,8/12/2016,0
M. Coco,0,0,1,0,0,0,0,0,0,88,15,0,0,0,0,0,0,midfielder,Guingamp,away,Monaco,8/12/2016,0
M. Diallo,0,0,2,0,1,1,0,0,0,90,23,0,0,1,0,0,1,midfielder,Guingamp,away,Monaco,8/12/2016,0
S. Privat,0,0,0,0,2,1,0,0,0,64,12,0,0,2,0,0,0,midfielder,Guingamp,away,Monaco,8/12/2016,0
J. Briand,0,0,2,0,5,0,0,0,0,90,18,0,0,1,0,0,0,forward,Guingamp,away,Monaco,8/12/2016,0
Y. Salibur,0,2,0,2,4,0,0,0,0,81,18,0,0,3,0,0,0,forward,Guingamp,away,Monaco,8/12/2016,0
A. Ounas,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,substitute,Bordeaux,home,St Etienne,8/13/2016,34212
Abdou Traoré,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,substitute,Bordeaux,home,St Etienne,8/13/2016,34212
J. Menez,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,substitute,Bordeaux,home,St Etienne,8/13/2016,34212
J. Prior,0,0,0,0,0,0,0,2,8,90,0,0,0,0,3,0,0,goalkeeper,Bordeaux,home,St Etienne,8/13/2016,34212
F. Guilbert,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Bordeaux,home,St Etienne,8/13/2016,34212
M. Poundje,5,0,1,0,3,0,0,0,0,90,0,0,0,1,0,1,0,defender,Bordeaux,home,St Etienne,8/13/2016,34212
N. Pallois,12,0,1,0,1,0,0,0,0,90,0,0,0,1,0,2,0,defender,Bordeaux,home,St Etienne,8/13/2016,34212
Y. Sabaly,4,0,1,0,1,0,0,0,0,90,0,0,0,0,0,1,0,defender,Bordeaux,home,St Etienne,8/13/2016,34212
D. Rolan,0,0,0,0,3,1,0,0,0,73,26,0,0,1,0,0,0,midfielder,Bordeaux,home,St Etienne,8/13/2016,34212
J. Plasil,0,0,1,0,3,0,0,0,0,90,31,0,0,0,0,0,0,midfielder,Bordeaux,home,St Etienne,8/13/2016,34212
Malcom,0,2,1,1,1,1,0,0,0,90,21,0,0,3,0,0,0,midfielder,Bordeaux,home,St Etienne,8/13/2016,34212
T. Touré,0,0,2,0,3,0,1,0,0,90,33,0,0,0,0,0,1,midfielder,Bordeaux,home,St Etienne,8/13/2016,34212
V. Vada,0,1,1,0,1,0,0,0,0,84,42,0,0,1,0,0,0,midfielder,Bordeaux,home,St Etienne,8/13/2016,34212
G. Laborde,0,0,0,0,0,1,1,0,0,79,14,0,0,2,0,0,0,forward,Bordeaux,home,St Etienne,8/13/2016,34212
A. Søderlund,0,0,1,0,0,1,0,0,0,17,0,0,0,0,0,0,0,substitute,St Etienne,away,Bordeaux,8/13/2016,34212
K. Monnet-Paquet,0,0,1,0,1,0,0,0,0,26,0,0,0,0,0,0,0,substitute,St Etienne,away,Bordeaux,8/13/2016,34212
P. Polomat,0,0,1,0,1,0,0,0,0,81,0,0,0,0,0,0,0,substitute,St Etienne,away,Bordeaux,8/13/2016,34212
S. Ruffier,0,0,0,0,0,0,0,3,10,90,0,0,0,0,3,0,0,goalkeeper,St Etienne,away,Bordeaux,8/13/2016,34212
C. M'Bengue,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,defender,St Etienne,away,Bordeaux,8/13/2016,34212
F. Pogba,1,0,2,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,St Etienne,away,Bordeaux,8/13/2016,34212
K. Théophile-Catherine,2,0,3,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,St Etienne,away,Bordeaux,8/13/2016,34212
L. Perrin,4,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,1,defender,St Etienne,away,Bordeaux,8/13/2016,34212
B. Corgnet,0,0,2,0,2,0,0,0,0,64,20,0,0,2,0,0,0,midfielder,St Etienne,away,Bordeaux,8/13/2016,34212
O. Selnaes,0,0,1,0,0,0,0,0,0,90,46,0,0,0,0,0,0,midfielder,St Etienne,away,Bordeaux,8/13/2016,34212
O. Tannane,0,2,4,0,0,0,0,0,0,73,23,0,0,2,0,0,1,midfielder,St Etienne,away,Bordeaux,8/13/2016,34212
R. Hamouma,0,4,0,0,0,1,1,0,0,90,27,0,0,2,0,0,0,midfielder,St Etienne,away,Bordeaux,8/13/2016,34212
V. Pajot,0,0,3,0,0,0,0,0,0,90,31,0,0,1,0,0,0,midfielder,St Etienne,away,Bordeaux,8/13/2016,34212
R. Beric,0,0,1,0,2,0,0,0,0,90,26,0,0,1,0,0,0,forward,St Etienne,away,Bordeaux,8/13/2016,34212
S. Malbranque,0,0,1,0,1,0,0,0,0,19,0,0,0,0,0,0,0,substitute,Caen,home,Lorient,8/13/2016,16920
V. Bessat,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Caen,home,Lorient,8/13/2016,16920
Y. Karamoh,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,substitute,Caen,home,Lorient,8/13/2016,16920
R. Vercoutre,0,0,0,0,0,0,0,2,6,90,0,0,0,0,0,0,0,goalkeeper,Caen,home,Lorient,8/13/2016,16920
A. Yahia,1,0,2,0,1,0,0,0,0,90,0,0,0,0,0,2,1,defender,Caen,home,Lorient,8/13/2016,16920
E. Imorou,1,0,2,0,1,0,0,0,0,90,0,0,0,0,0,4,0,defender,Caen,home,Lorient,8/13/2016,16920
M. Dabo,0,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Caen,home,Lorient,8/13/2016,16920
S. Ben Youssef,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Caen,home,Lorient,8/13/2016,16920
D. Da Silva,0,0,0,0,1,0,0,0,0,90,64,0,0,1,0,0,0,midfielder,Caen,home,Lorient,8/13/2016,16920
J. Delaplace,0,0,1,0,1,0,0,0,0,71,33,0,0,1,0,0,0,midfielder,Caen,home,Lorient,8/13/2016,16920
J. Féret,0,4,0,0,2,0,0,0,0,90,80,0,0,2,0,0,0,midfielder,Caen,home,Lorient,8/13/2016,16920
H. Bazile,0,4,1,1,0,0,1,0,0,69,17,0,0,0,0,0,0,forward,Caen,home,Lorient,8/13/2016,16920
I. Santini,0,0,4,0,1,2,0,0,0,90,18,0,0,3,0,0,0,forward,Caen,home,Lorient,8/13/2016,16920
R. Rodelin,0,0,0,0,0,1,0,0,0,77,32,0,0,2,0,0,0,forward,Caen,home,Lorient,8/13/2016,16920
B. Jeannot,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,substitute,Lorient,away,Caen,8/13/2016,16920
E. Koffi,0,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0,0,substitute,Lorient,away,Caen,8/13/2016,16920
F. Selemani,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,1,substitute,Lorient,away,Caen,8/13/2016,16920
B. Lecomte,0,0,0,0,0,0,0,3,7,90,0,0,0,0,3,0,0,goalkeeper,Lorient,away,Caen,8/13/2016,16920
L. Rose,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,2,0,defender,Lorient,away,Caen,8/13/2016,16920
V. Le Goff,2,0,2,0,0,0,0,0,0,90,0,0,0,0,0,1,1,defender,Lorient,away,Caen,8/13/2016,16920
W. Lautoa,5,0,0,0,3,0,0,0,0,90,0,0,0,0,0,0,0,defender,Lorient,away,Caen,8/13/2016,16920
Z. Toure,3,0,1,0,0,0,0,0,0,26,0,0,1,0,0,0,0,defender,Lorient,away,Caen,8/13/2016,16920
B. Moukandjo,0,0,0,0,2,2,0,0,0,78,28,1,0,4,0,0,0,midfielder,Lorient,away,Caen,8/13/2016,16920
Cafú,0,0,0,0,2,0,0,0,0,90,47,0,0,0,0,0,0,midfielder,Lorient,away,Caen,8/13/2016,16920
D. Ndong,0,0,2,0,1,0,0,0,0,90,48,0,0,0,0,0,0,midfielder,Lorient,away,Caen,8/13/2016,16920
R. Philippoteaux,0,0,1,0,2,0,0,0,0,90,23,0,0,0,0,0,0,midfielder,Lorient,away,Caen,8/13/2016,16920
W. Mesloub,0,1,0,0,1,0,0,0,0,30,14,0,0,0,0,0,0,midfielder,Lorient,away,Caen,8/13/2016,16920
Majeed Waris,0,0,1,0,0,0,1,0,0,75,17,0,0,1,0,0,0,forward,Lorient,away,Caen,8/13/2016,16920
J. Bela,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Dijon,home,Nantes,8/13/2016,9236
L. Diony,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,substitute,Dijon,home,Nantes,8/13/2016,9236
Y. Riviere,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Dijon,home,Nantes,8/13/2016,9236
B. Reynet,0,0,0,0,0,0,0,1,9,90,0,0,0,0,1,0,0,goalkeeper,Dijon,home,Nantes,8/13/2016,9236
C. Varrault,1,0,0,0,2,0,0,0,0,90,0,0,0,1,0,1,0,defender,Dijon,home,Nantes,8/13/2016,9236
F. Chafik,3,0,1,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Dijon,home,Nantes,8/13/2016,9236
Q. Bernard,1,0,1,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Dijon,home,Nantes,8/13/2016,9236
Y. Abdelhamid,2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,7,0,defender,Dijon,home,Nantes,8/13/2016,9236
F. Balmont,0,0,1,0,4,0,0,0,0,90,70,0,0,0,0,0,0,midfielder,Dijon,home,Nantes,8/13/2016,9236
F. Sammaritano,0,2,0,0,2,0,0,0,0,69,25,0,0,1,0,0,0,midfielder,Dijon,home,Nantes,8/13/2016,9236
J. Marié,0,0,1,0,0,0,0,0,0,90,52,0,0,0,0,0,0,midfielder,Dijon,home,Nantes,8/13/2016,9236
R. Amalfitano,0,0,1,0,0,0,0,0,0,57,8,0,0,0,0,0,0,midfielder,Dijon,home,Nantes,8/13/2016,9236
D. Bahamboula,0,0,1,1,1,0,0,0,0,90,32,0,0,2,0,0,0,forward,Dijon,home,Nantes,8/13/2016,9236
J. Tavares,0,0,0,0,0,0,0,0,0,86,12,0,0,1,0,0,0,forward,Dijon,home,Nantes,8/13/2016,9236
E. Sala,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Nantes,away,Dijon,8/13/2016,9236
W. Moimbé,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Nantes,away,Dijon,8/13/2016,9236
R. Riou,0,0,0,0,0,0,0,0,7,90,0,0,0,0,2,0,0,goalkeeper,Nantes,away,Dijon,8/13/2016,9236
Diego Carlos,8,0,1,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Nantes,away,Dijon,8/13/2016,9236
L. Dubois,2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Nantes,away,Dijon,8/13/2016,9236
Lucas Lima,1,0,1,0,0,0,0,0,0,90,0,0,0,1,0,4,0,defender,Nantes,away,Dijon,8/13/2016,9236
O. Vizcarrondo,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Nantes,away,Dijon,8/13/2016,9236
A. Harit,0,4,0,0,3,0,0,0,0,90,47,0,0,0,0,0,0,midfielder,Nantes,away,Dijon,8/13/2016,9236
G. Gillet,0,0,0,0,1,0,0,0,0,90,35,0,0,1,0,0,0,midfielder,Nantes,away,Dijon,8/13/2016,9236
N. Thomsen,0,0,2,0,0,1,0,0,0,86,28,0,0,1,0,0,1,midfielder,Nantes,away,Dijon,8/13/2016,9236
J. Iloki,0,0,2,0,1,0,1,0,0,90,27,0,0,2,0,0,1,forward,Nantes,away,Dijon,8/13/2016,9236
V. Rongier,0,0,3,1,1,0,0,0,0,90,57,0,0,1,0,0,0,forward,Nantes,away,Dijon,8/13/2016,9236
Y. Bammou,0,0,0,0,0,0,0,0,0,70,19,0,0,1,0,0,0,forward,Nantes,away,Dijon,8/13/2016,9236
A. Larriere,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Metz,home,Lille,8/13/2016,17174
H. Diallo,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,substitute,Metz,home,Lille,8/13/2016,17174
Ismaila Sarr,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,substitute,Metz,home,Lille,8/13/2016,17174
N. Basin,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Metz,home,Lille,8/13/2016,17174
T. Didillon,0,0,0,0,0,0,0,2,10,90,0,0,0,0,2,0,0,goalkeeper,Metz,home,Lille,8/13/2016,17174
G. Milan,6,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,defender,Metz,home,Lille,8/13/2016,17174
I. Balliu,1,0,0,0,0,0,1,0,0,65,0,0,0,0,0,2,0,defender,Metz,home,Lille,8/13/2016,17174
J. Rivierez,2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,defender,Metz,home,Lille,8/13/2016,17174
S. Falette,8,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,defender,Metz,home,Lille,8/13/2016,17174
C. Doukoure,0,0,1,0,0,0,0,0,0,90,42,0,0,0,0,0,1,midfielder,Metz,home,Lille,8/13/2016,17174
F. Mollet,0,2,3,0,1,0,0,0,0,70,18,0,0,0,0,0,0,midfielder,Metz,home,Lille,8/13/2016,17174
O. Nguette,0,0,4,0,2,0,0,0,0,90,19,0,0,0,0,0,0,midfielder,Metz,home,Lille,8/13/2016,17174
R. Cohade,0,0,2,0,1,0,0,0,0,90,52,0,0,1,0,0,1,midfielder,Metz,home,Lille,8/13/2016,17174
Y. Jouffre,0,2,2,0,1,1,0,0,0,90,29,1,0,1,0,0,0,midfielder,Metz,home,Lille,8/13/2016,17174
M. Erdinc,0,0,0,0,0,2,0,0,0,82,18,1,0,4,0,0,0,forward,Metz,home,Lille,8/13/2016,17174
F. Beria,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Lille,away,Metz,8/13/2016,17174
R. Mavuba,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,substitute,Lille,away,Metz,8/13/2016,17174
Ryan Mendes,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,substitute,Lille,away,Metz,8/13/2016,17174
Y. Sankhare,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,substitute,Lille,away,Metz,8/13/2016,17174
V. Enyeama,0,0,0,0,0,0,0,3,5,90,0,0,0,0,0,0,1,goalkeeper,Lille,away,Metz,8/13/2016,17174
A. Soumaoro,8,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,defender,Lille,away,Metz,8/13/2016,17174
J. Palmieri,1,0,2,0,2,0,1,0,0,90,0,0,0,0,0,4,0,defender,Lille,away,Metz,8/13/2016,17174
Renato Civelli,8,0,0,0,1,0,0,0,0,90,0,0,0,2,0,2,0,defender,Lille,away,Metz,8/13/2016,17174
S. Corchia,1,0,0,0,1,0,0,0,0,90,0,0,0,0,0,2,0,defender,Lille,away,Metz,8/13/2016,17174
I. Amadou,0,0,0,0,2,0,0,0,0,90,50,0,0,0,0,0,0,midfielder,Lille,away,Metz,8/13/2016,17174
M. Amalfitano,0,2,0,0,2,0,0,0,0,68,53,0,0,0,0,0,0,midfielder,Lille,away,Metz,8/13/2016,17174
M. Obbadi,0,0,1,0,0,0,0,0,0,74,56,0,0,1,0,0,1,midfielder,Lille,away,Metz,8/13/2016,17174
Eder,0,0,3,0,0,0,1,0,0,90,19,0,0,0,0,0,0,forward,Lille,away,Metz,8/13/2016,17174
Rony Lopes,0,1,1,0,0,2,0,0,0,90,37,0,0,7,0,0,0,forward,Lille,away,Metz,8/13/2016,17174
É. Bautheac,0,2,0,0,2,0,0,0,0,68,23,0,0,2,0,0,0,forward,Lille,away,Metz,8/13/2016,17174
K. Berigaud,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,substitute,Montpellier,home,Angers,8/13/2016,10389
M. Deplagne,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,substitute,Montpellier,home,Angers,8/13/2016,10389
W. Remy,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,substitute,Montpellier,home,Angers,8/13/2016,10389
G. Jourdren,0,0,0,0,0,0,0,0,9,90,0,0,0,0,2,0,0,goalkeeper,Montpellier,home,Angers,8/13/2016,10389
A. Vanden Borre,0,0,2,0,0,0,0,0,0,86,0,0,0,0,0,1,0,defender,Montpellier,home,Angers,8/13/2016,10389
D. Congré,8,0,1,0,1,0,0,0,0,90,0,0,0,1,0,0,0,defender,Montpellier,home,Angers,8/13/2016,10389
Hilton,7,0,0,0,2,0,0,0,0,90,0,0,0,1,0,2,0,defender,Montpellier,home,Angers,8/13/2016,10389
J. Roussillon,4,0,1,0,1,0,0,0,0,90,0,0,0,0,0,3,0,defender,Montpellier,home,Angers,8/13/2016,10389
Casimir Ninga,0,0,1,0,0,0,1,0,0,60,18,0,0,2,0,0,0,midfielder,Montpellier,home,Angers,8/13/2016,10389
E. Skhiri,0,0,0,0,0,0,0,0,0,90,50,0,0,0,0,0,0,midfielder,Montpellier,home,Angers,8/13/2016,10389
M. Sanson,0,3,1,0,0,0,0,0,0,80,34,0,0,0,0,0,0,midfielder,Montpellier,home,Angers,8/13/2016,10389
R. Boudebouz,0,4,0,0,2,1,0,0,0,90,51,0,0,2,0,0,0,midfielder,Montpellier,home,Angers,8/13/2016,10389
S. Camara,0,0,1,0,1,0,0,0,0,90,31,0,0,2,0,0,0,midfielder,Montpellier,home,Angers,8/13/2016,10389
S. Mounie,0,0,1,0,4,0,0,0,0,90,35,0,0,1,0,0,1,forward,Montpellier,home,Angers,8/13/2016,10389
B. Ketkeophomphone,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,substitute,Angers,away,Montpellier,8/13/2016,10389
D. Nwakaeme,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,substitute,Angers,away,Montpellier,8/13/2016,10389
N. Pepe,0,0,1,0,1,0,0,0,0,25,0,0,0,0,0,0,0,substitute,Angers,away,Montpellier,8/13/2016,10389
D. Petric,0,0,0,0,0,0,0,1,9,90,0,0,0,0,2,0,0,goalkeeper,Angers,away,Montpellier,8/13/2016,10389
Ismael Traoré,6,0,1,0,0,0,0,0,0,90,0,0,0,0,0,3,0,defender,Angers,away,Montpellier,8/13/2016,10389
R. Thomas,9,0,1,0,1,0,0,0,0,90,0,0,0,0,0,2,1,defender,Angers,away,Montpellier,8/13/2016,10389
V. Manceau,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4,0,defender,Angers,away,Montpellier,8/13/2016,10389
Y. Andreu,2,0,1,0,2,0,0,0,0,90,0,0,0,0,0,1,0,defender,Angers,away,Montpellier,8/13/2016,10389
B. Santamaria,0,0,3,0,2,0,0,0,0,90,46,0,0,1,0,0,0,midfielder,Angers,away,Montpellier,8/13/2016,10389
Cheikh Ndoye,0,0,0,0,1,0,0,0,0,90,41,0,0,0,0,0,0,midfielder,Angers,away,Montpellier,8/13/2016,10389
P. Capelle,0,1,1,0,0,0,0,0,0,58,25,0,0,1,0,0,1,midfielder,Angers,away,Montpellier,8/13/2016,10389
F. Diedhiou,0,0,2,0,0,0,0,0,0,71,22,0,0,0,0,0,0,forward,Angers,away,Montpellier,8/13/2016,10389
G. Sunu,0,1,0,0,1,0,0,0,0,65,11,0,0,0,0,0,0,forward,Angers,away,Montpellier,8/13/2016,10389
K. Toko Ekambi,0,0,0,0,1,0,0,0,0,90,25,0,0,3,0,0,0,forward,Angers,away,Montpellier,8/13/2016,10389
C. Mandanne,0,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,substitute,Nancy,home,Lyon,8/14/2016,0
L. Puyo,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,substitute,Nancy,home,Lyon,8/14/2016,0
T. Badila,0,0,3,0,1,0,0,0,0,45,0,0,0,0,0,0,1,substitute,Nancy,home,Lyon,8/14/2016,0
G. N'Dy Assembe,0,0,0,0,0,0,0,3,4,90,0,0,0,0,4,0,0,goalkeeper,Nancy,home,Lyon,8/14/2016,0
C. Lenglet,3,0,0,0,1,0,0,0,0,90,0,0,0,1,0,3,0,defender,Nancy,home,Lyon,8/14/2016,0
J. Cuffaut,2,0,2,0,2,0,0,0,0,90,0,0,0,0,0,1,1,defender,Nancy,home,Lyon,8/14/2016,0
M. Diagne,2,0,0,0,0,0,0,0,0,90,0,0,0,1,0,2,0,defender,Nancy,home,Lyon,8/14/2016,0
